Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,Match URL,Team Total,Wickets Fallen,Percentage Scored,Match Result
147,168,138,18,2,106.52,1,caught,1,v New Zealand,Kanpur,2017-10-29,https://stats.espncricinfo.com/ci/engine/match/1120092.html,337,6,43.62017804154303,W
2,19,13,0,0,15.38,1,caught,1,v Sri Lanka,Dharamsala,2017-12-10,https://stats.espncricinfo.com/ci/engine/match/1122726.html,112,10,1.7857142857142856,L
208,212,153,13,12,135.94,1,not out,1,v Sri Lanka,Mohali,2017-12-13,https://stats.espncricinfo.com/ci/engine/match/1122727.html,392,4,53.06122448979592,W
7,14,14,0,1,50.00,1,bowled,2,v Sri Lanka,Visakhapatnam,2017-12-17,https://stats.espncricinfo.com/ci/engine/match/1122728.html,219,2,3.1963470319634704,W
20,25,30,2,1,66.66,1,caught,2,v South Africa,Durban,2018-02-01,https://stats.espncricinfo.com/ci/engine/match/1122279.html,270,4,7.4074074074074066,W
15,19,17,2,1,88.23,1,caught,2,v South Africa,Centurion,2018-02-04,https://stats.espncricinfo.com/ci/engine/match/1122280.html,119,1,12.605042016806722,W
0,4,6,0,0,0.00,1,caught,1,v South Africa,Cape Town,2018-02-07,https://stats.espncricinfo.com/ci/engine/match/1122281.html,303,6,0.0,W
5,19,13,1,0,38.46,1,caught,1,v South Africa,Johannesburg,2018-02-10,https://stats.espncricinfo.com/ci/engine/match/1122282.html,289,7,1.7301038062283738,L
115,179,126,11,4,91.26,2,caught,1,v South Africa,Gqeberha,2018-02-13,https://stats.espncricinfo.com/ci/engine/match/1122283.html,274,7,41.97080291970803,W
15,14,13,3,0,115.38,2,caught,2,v South Africa,Centurion,2018-02-16,https://stats.espncricinfo.com/ci/engine/match/1122284.html,206,2,7.281553398058252,W
137,-,114,15,4,120.17,1,not out,2,v England,Nottingham,2018-07-12,https://stats.espncricinfo.com/ci/engine/match/1119546.html,269,2,50.92936802973978,W
15,-,26,2,0,57.69,1,bowled,2,v England,Lord's,2018-07-14,https://stats.espncricinfo.com/ci/engine/match/1119547.html,236,10,6.3559322033898304,L
2,24,18,0,0,11.11,1,caught,1,v England,Leeds,2018-07-17,https://stats.espncricinfo.com/ci/engine/match/1119548.html,256,8,0.78125,L
23,-,22,4,0,104.54,1,caught,1,v Hong Kong,Dubai (DSC),2018-09-18,https://stats.espncricinfo.com/ci/engine/match/1153246.html,285,7,8.070175438596491,W
52,-,39,6,3,133.33,1,bowled,2,v Pakistan,Dubai (DSC),2018-09-19,https://stats.espncricinfo.com/ci/engine/match/1153247.html,164,2,31.70731707317073,W
83,-,104,5,3,79.80,1,not out,2,v Bangladesh,Dubai (DSC),2018-09-21,https://stats.espncricinfo.com/ci/engine/match/1153249.html,174,3,47.701149425287355,W
111,-,119,7,4,93.27,1,not out,2,v Pakistan,Dubai (DSC),2018-09-23,https://stats.espncricinfo.com/ci/engine/match/1153251.html,238,1,46.63865546218487,W
48,-,55,3,3,87.27,1,caught,2,v Bangladesh,Dubai (DSC),2018-09-28,https://stats.espncricinfo.com/ci/engine/match/1153255.html,223,7,21.524663677130047,W
152,-,117,15,8,129.91,1,not out,2,v West Indies,Guwahati,2018-10-21,https://stats.espncricinfo.com/ci/engine/match/1157754.html,326,2,46.62576687116564,W
4,14,8,1,0,50.00,1,caught,1,v West Indies,Visakhapatnam,2018-10-24,https://stats.espncricinfo.com/ci/engine/match/1157755.html,321,6,1.2461059190031152,L
8,-,9,2,0,88.88,1,bowled,2,v West Indies,Pune,2018-10-27,https://stats.espncricinfo.com/ci/engine/match/1157756.html,240,10,3.3333333333333335,L
162,-,137,20,4,118.24,1,caught,1,v West Indies,Brabourne,2018-10-29,https://stats.espncricinfo.com/ci/engine/match/1157757.html,377,5,42.97082228116711,W
63,65,56,5,4,112.50,1,not out,2,v West Indies,Thiruvananthapuram,2018-11-01,https://stats.espncricinfo.com/ci/engine/match/1157758.html,105,1,60.0,W
133,204,129,10,6,103.10,1,caught,2,v Australia,Sydney,2019-01-12,https://stats.espncricinfo.com/ci/engine/match/1144997.html,254,9,52.362204724409445,L
43,71,52,2,2,82.69,1,caught,2,v Australia,Adelaide,2019-01-15,https://stats.espncricinfo.com/ci/engine/match/1144998.html,299,4,14.381270903010032,W
9,-,17,1,0,52.94,1,caught,2,v Australia,Melbourne,2019-01-18,https://stats.espncricinfo.com/ci/engine/match/1144999.html,234,3,3.8461538461538463,W
11,38,24,1,0,45.83,1,caught,2,v New Zealand,Napier,2019-01-23,https://stats.espncricinfo.com/ci/engine/match/1153691.html,156,2,7.051282051282051,W
87,116,96,9,3,90.62,1,caught,1,v New Zealand,Mount Maunganui,2019-01-26,https://stats.espncricinfo.com/ci/engine/match/1153692.html,324,4,26.851851851851855,W
62,115,77,3,2,80.51,1,stumped,2,v New Zealand,Mount Maunganui,2019-01-28,https://stats.espncricinfo.com/ci/engine/match/1153693.html,245,3,25.30612244897959,W
7,33,23,0,0,30.43,1,caught,1,v New Zealand,Hamilton,2019-01-31,https://stats.espncricinfo.com/ci/engine/match/1153694.html,92,10,7.608695652173914,L
2,16,16,0,0,12.50,1,bowled,1,v New Zealand,Wellington,2019-02-03,https://stats.espncricinfo.com/ci/engine/match/1153695.html,252,10,0.7936507936507936,W
37,-,66,5,0,56.06,1,caught,2,v Australia,Hyderabad,2019-03-02,https://stats.espncricinfo.com/ci/engine/match/1168242.html,240,4,15.416666666666668,W
0,-,6,0,0,0.00,1,caught,1,v Australia,Nagpur,2019-03-05,https://stats.espncricinfo.com/ci/engine/match/1168243.html,250,10,0.0,W
14,-,14,2,1,100.00,2,lbw,2,v Australia,Ranchi,2019-03-08,https://stats.espncricinfo.com/ci/engine/match/1168244.html,281,10,4.98220640569395,L
95,-,92,7,2,103.26,1,caught,1,v Australia,Mohali,2019-03-10,https://stats.espncricinfo.com/ci/engine/match/1168245.html,358,9,26.536312849162012,L
56,-,89,4,0,62.92,1,stumped,2,v Australia,Delhi,2019-03-13,https://stats.espncricinfo.com/ci/engine/match/1168246.html,237,10,23.628691983122362,L
122,212,144,13,2,84.72,2,not out,2,v South Africa,Southampton,2019-06-05,https://stats.espncricinfo.com/ci/engine/match/1144490.html,230,4,53.04347826086957,W
57,101,70,3,1,81.42,1,caught,1,v Australia,The Oval,2019-06-09,https://stats.espncricinfo.com/ci/engine/match/1144496.html,352,5,16.193181818181817,W
140,153,113,14,3,123.89,2,caught,1,v Pakistan,Manchester,2019-06-16,https://stats.espncricinfo.com/ci/engine/match/1144504.html,336,5,41.66666666666667,W
1,60,10,0,0,10.00,2,bowled,1,v Afghanistan,Southampton,2019-06-22,https://stats.espncricinfo.com/ci/engine/match/1144510.html,224,8,0.4464285714285714,W
18,28,23,1,1,78.26,2,caught,1,v West Indies,Manchester,2019-06-27,https://stats.espncricinfo.com/ci/engine/match/1144516.html,268,7,6.7164179104477615,W
102,152,109,15,0,93.57,2,caught,2,v England,Birmingham,2019-06-30,https://stats.espncricinfo.com/ci/engine/match/1144520.html,306,5,33.33333333333333,L
104,121,92,7,5,113.04,2,caught,1,v Bangladesh,Birmingham,2019-07-02,https://stats.espncricinfo.com/ci/engine/match/1144522.html,314,9,33.12101910828025,W
103,133,94,14,2,109.57,2,caught,2,v Sri Lanka,Leeds,2019-07-06,https://stats.espncricinfo.com/ci/engine/match/1144526.html,265,3,38.86792452830189,W
1,7,4,0,0,25.00,2,caught,2,v New Zealand,Manchester,2019-07-09,https://stats.espncricinfo.com/ci/engine/match/1144528.html,221,10,0.4524886877828055,L
18,75,34,2,0,52.94,2,caught,1,v West Indies,Port of Spain,2019-08-11,https://stats.espncricinfo.com/ci/engine/match/1188625.html,279,7,6.451612903225806,W
10,13,6,2,0,166.66,1,run out,2,v West Indies,Port of Spain,2019-08-14,https://stats.espncricinfo.com/ci/engine/match/1188626.html,256,4,3.90625,W
36,-,56,6,0,64.28,1,caught,1,v West Indies,Chennai,2019-12-15,https://stats.espncricinfo.com/ci/engine/match/1187021.html,287,8,12.543554006968641,L
159,-,138,17,5,115.21,1,caught,1,v West Indies,Visakhapatnam,2019-12-18,https://stats.espncricinfo.com/ci/engine/match/1187022.html,387,5,41.08527131782946,W
63,-,63,8,1,100.00,1,caught,2,v West Indies,Cuttack,2019-12-22,https://stats.espncricinfo.com/ci/engine/match/1187023.html,316,6,19.936708860759495,W
10,-,15,2,0,66.66,1,caught,1,v Australia,Wankhede,2020-01-14,https://stats.espncricinfo.com/ci/engine/match/1187027.html,255,10,3.9215686274509802,L
42,-,44,6,0,95.45,1,lbw,1,v Australia,Rajkot,2020-01-17,https://stats.espncricinfo.com/ci/engine/match/1187028.html,340,6,12.352941176470589,W
119,-,128,8,6,92.96,1,caught,2,v Australia,Bengaluru,2020-01-19,https://stats.espncricinfo.com/ci/engine/match/1187029.html,289,3,41.17647058823529,W
28,79,42,4,0,66.66,1,caught,1,v England,Pune,2021-03-23,https://stats.espncricinfo.com/ci/engine/match/1243393.html,317,5,8.832807570977918,W
25,38,25,5,0,100.00,1,caught,1,v England,Pune,2021-03-26,https://stats.espncricinfo.com/ci/engine/match/1243394.html,336,6,7.440476190476191,L
37,71,37,6,0,100.00,1,bowled,1,v England,Pune,2021-03-28,https://stats.espncricinfo.com/ci/engine/match/1243395.html,329,10,11.246200607902736,W
60,60,51,10,1,117.64,1,lbw,2,v West Indies,Ahmedabad,2022-02-06,https://stats.espncricinfo.com/ci/engine/match/1278676.html,178,4,33.70786516853933,W
5,14,8,0,0,62.50,1,caught,1,v West Indies,Ahmedabad,2022-02-09,https://stats.espncricinfo.com/ci/engine/match/1278677.html,237,9,2.109704641350211,W
13,20,15,3,0,86.66,1,bowled,1,v West Indies,Ahmedabad,2022-02-11,https://stats.espncricinfo.com/ci/engine/match/1278678.html,265,10,4.905660377358491,W
76,79,58,7,5,131.03,1,not out,2,v England,The Oval,2022-07-12,https://stats.espncricinfo.com/ci/engine/match/1276907.html,114,10,66.66666666666666,W
0,12,10,0,0,0.00,1,lbw,2,v England,Lord's,2022-07-14,https://stats.espncricinfo.com/ci/engine/match/1276908.html,146,10,0.0,L
17,22,17,4,0,100.00,1,caught,2,v England,Manchester,2022-07-17,https://stats.espncricinfo.com/ci/engine/match/1276909.html,261,5,6.513409961685824,W
27,47,31,4,1,87.09,1,bowled,1,v Bangladesh,Mirpur,2022-12-04,https://stats.espncricinfo.com/ci/engine/match/1340845.html,186,10,14.516129032258066,L
51,40,28,3,5,182.14,9,not out,2,v Bangladesh,Mirpur,2022-12-07,https://stats.espncricinfo.com/ci/engine/match/1340846.html,266,9,19.172932330827066,L
83,105,67,9,3,123.88,1,bowled,1,v Sri Lanka,Guwahati,2023-01-10,https://stats.espncricinfo.com/ci/engine/match/1348643.html,373,7,22.25201072386059,W
17,23,21,2,1,80.95,1,caught,2,v Sri Lanka,Eden Gardens,2023-01-12,https://stats.espncricinfo.com/ci/engine/match/1348644.html,219,6,7.76255707762557,W
42,63,49,2,3,85.71,1,caught,1,v Sri Lanka,Thiruvananthapuram,2023-01-15,https://stats.espncricinfo.com/ci/engine/match/1348645.html,390,5,10.76923076923077,W
34,49,38,4,2,89.47,1,caught,1,v New Zealand,Hyderabad,2023-01-18,https://stats.espncricinfo.com/ci/engine/match/1348646.html,349,8,9.742120343839542,W
51,65,50,7,2,102.00,1,lbw,2,v New Zealand,Raipur,2023-01-21,https://stats.espncricinfo.com/ci/engine/match/1348647.html,111,2,45.94594594594595,W
101,113,85,9,6,118.82,1,bowled,1,v New Zealand,Indore,2023-01-24,https://stats.espncricinfo.com/ci/engine/match/1348648.html,385,9,26.233766233766232,W
13,24,15,2,0,86.66,1,caught,1,v Australia,Visakhapatnam,2023-03-19,https://stats.espncricinfo.com/ci/engine/match/1348657.html,117,10,11.11111111111111,L
30,44,17,2,2,176.47,1,caught,2,v Australia,Chennai,2023-03-22,https://stats.espncricinfo.com/ci/engine/match/1348658.html,248,10,12.096774193548388,L
