Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,Match URL,Team Total,Wickets Fallen,Percentage Scored,Match Result
6,23,13,0,0,46.15,3,caught,1,v Sri Lanka,Margao,1997-12-28,https://stats.espncricinfo.com/ci/engine/match/64569.html,228,6,2.631578947368421,L
54,104,76,4,0,71.05,4,caught,2,v Bangladesh,Dhaka,1998-01-10,https://stats.espncricinfo.com/ci/engine/match/66131.html,191,6,28.272251308900525,W
67,-,44,11,0,152.27,2,stumped,1,v Pakistan,Dhaka,1998-01-11,https://stats.espncricinfo.com/ci/engine/match/66132.html,245,7,27.346938775510203,W
95,104,78,6,5,121.79,2,bowled,2,v Pakistan,Dhaka,1998-01-14,https://stats.espncricinfo.com/ci/engine/match/66134.html,213,2,44.60093896713615,W
1,14,6,0,0,16.66,2,bowled,1,v Pakistan,Dhaka,1998-01-16,https://stats.espncricinfo.com/ci/engine/match/66135.html,189,10,0.5291005291005291,L
41,-,26,7,1,157.69,2,caught,2,v Pakistan,Dhaka,1998-01-18,https://stats.espncricinfo.com/ci/engine/match/66136.html,316,7,12.974683544303797,W
8,21,11,1,0,72.72,2,caught,1,v Australia,Kochi,1998-04-01,https://stats.espncricinfo.com/ci/engine/match/66137.html,309,5,2.5889967637540456,W
5,44,17,0,0,29.41,2,run out,1,v Zimbabwe,Vadodara,1998-04-05,https://stats.espncricinfo.com/ci/engine/match/66139.html,274,5,1.824817518248175,W
100,132,89,5,7,112.35,2,caught,2,v Australia,Kanpur,1998-04-07,https://stats.espncricinfo.com/ci/engine/match/66140.html,223,4,44.843049327354265,W
1,18,2,0,0,50.00,2,caught,1,v Zimbabwe,Cuttack,1998-04-09,https://stats.espncricinfo.com/ci/engine/match/66141.html,301,3,0.33222591362126247,W
15,45,24,2,0,62.50,2,caught,1,v Australia,Delhi,1998-04-14,https://stats.espncricinfo.com/ci/engine/match/66143.html,227,10,6.607929515418502,L
40,62,41,5,1,97.56,1,caught,1,v New Zealand,Sharjah,1998-04-17,https://stats.espncricinfo.com/ci/engine/match/65768.html,220,9,18.181818181818183,W
80,136,72,9,0,111.11,2,caught,2,v Australia,Sharjah,1998-04-19,https://stats.espncricinfo.com/ci/engine/match/65770.html,206,10,38.83495145631068,L
38,93,58,2,0,65.51,1,run out,1,v New Zealand,Sharjah,1998-04-20,https://stats.espncricinfo.com/ci/engine/match/65771.html,181,10,20.994475138121548,L
143,187,131,9,5,109.16,2,caught,2,v Australia,Sharjah,1998-04-22,https://stats.espncricinfo.com/ci/engine/match/65773.html,250,5,57.199999999999996,L
134,195,131,12,3,102.29,2,lbw,2,v Australia,Sharjah,1998-04-24,https://stats.espncricinfo.com/ci/engine/match/65774.html,275,4,48.72727272727273,W
33,48,29,6,0,113.79,2,caught,2,v Bangladesh,Wankhede,1998-05-25,https://stats.espncricinfo.com/ci/engine/match/66148.html,116,5,28.448275862068968,W
18,33,25,2,0,72.00,2,caught,2,v Kenya,Gwalior,1998-05-28,https://stats.espncricinfo.com/ci/engine/match/66149.html,196,10,9.183673469387756,L
100,156,103,13,0,97.08,2,not out,2,v Kenya,Eden Gardens,1998-05-31,https://stats.espncricinfo.com/ci/engine/match/66150.html,197,1,50.76142131979695,W
65,79,50,9,0,130.00,2,caught,2,v Sri Lanka,Colombo (RPS),1998-06-19,https://stats.espncricinfo.com/ci/engine/match/66151.html,246,2,26.422764227642276,W
53,43,36,3,3,147.22,2,caught,2,v New Zealand,Colombo (RPS),1998-06-23,https://stats.espncricinfo.com/ci/engine/match/66153.html,131,2,40.458015267175576,L
17,28,16,4,0,106.25,2,caught,2,v Sri Lanka,Colombo (SSC),1998-07-01,https://stats.espncricinfo.com/ci/engine/match/66154.html,163,10,10.429447852760736,L
128,182,131,8,2,97.70,2,stumped,1,v Sri Lanka,Colombo (RPS),1998-07-07,https://stats.espncricinfo.com/ci/engine/match/66157.html,307,6,41.69381107491857,W
77,157,109,9,0,70.64,2,caught,1,v Pakistan,Toronto,1998-09-20,https://stats.espncricinfo.com/ci/engine/match/66045.html,256,9,30.078125,L
127,155,130,13,1,97.69,2,not out,2,v Zimbabwe,Bulawayo,1998-09-26,https://stats.espncricinfo.com/ci/engine/match/64589.html,216,2,58.79629629629629,W
29,33,21,4,1,138.09,1,caught,2,v Zimbabwe,Bulawayo,1998-09-27,https://stats.espncricinfo.com/ci/engine/match/64590.html,236,2,12.288135593220339,W
2,7,6,0,0,33.33,2,caught,2,v Zimbabwe,Harare,1998-09-30,https://stats.espncricinfo.com/ci/engine/match/64591.html,222,10,0.9009009009009009,L
141,191,128,13,3,110.15,2,run out,1,v Australia,Dhaka,1998-10-28,https://stats.espncricinfo.com/ci/engine/match/66165.html,307,8,45.928338762214985,W
8,20,14,1,0,57.14,2,caught,1,v West Indies,Dhaka,1998-10-31,https://stats.espncricinfo.com/ci/engine/match/66168.html,242,6,3.3057851239669422,L
3,15,6,0,0,50.00,2,caught,2,v Sri Lanka,Sharjah,1998-11-06,https://stats.espncricinfo.com/ci/engine/match/65880.html,248,7,1.2096774193548387,W
118,173,112,14,2,105.35,2,not out,2,v Zimbabwe,Sharjah,1998-11-08,https://stats.espncricinfo.com/ci/engine/match/65882.html,197,3,59.89847715736041,W
18,57,28,2,0,64.28,1,caught,1,v Sri Lanka,Sharjah,1998-11-09,https://stats.espncricinfo.com/ci/engine/match/65883.html,179,10,10.05586592178771,W
11,33,12,2,0,91.66,2,caught,2,v Zimbabwe,Sharjah,1998-11-11,https://stats.espncricinfo.com/ci/engine/match/65885.html,192,10,5.729166666666666,L
124,140,92,12,6,134.78,2,not out,2,v Zimbabwe,Sharjah,1998-11-13,https://stats.espncricinfo.com/ci/engine/match/65886.html,197,10,62.944162436548226,W
0,10,5,0,0,0.00,2,caught,1,v New Zealand,Taupo,1999-01-09,https://stats.espncricinfo.com/ci/engine/match/64598.html,257,5,0.0,L
23,37,19,4,0,121.05,2,caught,2,v New Zealand,Napier,1999-01-12,https://stats.espncricinfo.com/ci/engine/match/64599.html,214,8,10.74766355140187,W
45,68,42,2,2,107.14,2,stumped,1,v New Zealand,Wellington,1999-01-14,https://stats.espncricinfo.com/ci/engine/match/64600.html,208,4,21.634615384615387,L
5,27,12,1,0,41.66,1,lbw,2,v New Zealand,Auckland,1999-01-16,https://stats.espncricinfo.com/ci/engine/match/64601.html,208,5,2.403846153846154,W
28,71,46,5,0,60.86,2,caught,1,v South Africa,Hove,1999-05-15,https://stats.espncricinfo.com/ci/engine/match/65194.html,253,5,11.067193675889328,L
140,114,101,16,3,138.61,4,not out,1,v Kenya,Bristol,1999-05-23,https://stats.espncricinfo.com/ci/engine/match/65207.html,329,2,42.5531914893617,W
2,10,3,0,0,66.66,4,bowled,1,v Sri Lanka,Taunton,1999-05-26,https://stats.espncricinfo.com/ci/engine/match/65213.html,373,6,0.5361930294906166,W
22,49,40,2,0,55.00,4,caught,1,v England,Birmingham,1999-05-29,https://stats.espncricinfo.com/ci/engine/match/65217.html,232,8,9.482758620689655,W
0,5,4,0,0,0.00,2,caught,2,v Australia,The Oval,1999-06-04,https://stats.espncricinfo.com/ci/engine/match/65223.html,205,10,0.0,L
45,92,65,5,0,69.23,1,caught,1,v Pakistan,Manchester,1999-06-08,https://stats.espncricinfo.com/ci/engine/match/65226.html,227,6,19.823788546255507,W
16,26,22,2,0,72.72,1,bowled,1,v New Zealand,Nottingham,1999-06-12,https://stats.espncricinfo.com/ci/engine/match/65230.html,251,6,6.374501992031872,L
14,52,33,0,0,42.42,2,caught,1,v Australia,Galle,1999-08-23,https://stats.espncricinfo.com/ci/engine/match/66226.html,151,7,9.271523178807946,L
37,105,58,1,0,63.79,2,run out,1,v Sri Lanka,Colombo (RPS),1999-08-25,https://stats.espncricinfo.com/ci/engine/match/66227.html,205,8,18.048780487804876,L
120,191,141,11,2,85.10,1,caught,1,v Sri Lanka,Colombo (SSC),1999-08-29,https://stats.espncricinfo.com/ci/engine/match/66230.html,296,4,40.54054054054054,W
85,114,72,7,3,118.05,2,caught,1,v Zimbabwe,Singapore,1999-09-04,https://stats.espncricinfo.com/ci/engine/match/66233.html,245,6,34.69387755102041,W
40,97,65,6,0,61.53,1,caught,1,v West Indies,Singapore,1999-09-07,https://stats.espncricinfo.com/ci/engine/match/66235.html,149,6,26.845637583892618,L
0,-,6,0,0,0.00,1,caught,1,v West Indies,Singapore,1999-09-08,https://stats.espncricinfo.com/ci/engine/match/66236.html,254,6,0.0,L
32,61,31,2,1,103.22,2,caught,2,v New Zealand,Rajkot,1999-11-05,https://stats.espncricinfo.com/ci/engine/match/64630.html,306,10,10.457516339869281,L
186,221,150,20,3,124.00,2,not out,1,v New Zealand,Hyderabad (Deccan),1999-11-08,https://stats.espncricinfo.com/ci/engine/match/64631.html,376,2,49.46808510638298,W
1,41,23,0,0,4.34,2,caught,1,v New Zealand,Gwalior,1999-11-11,https://stats.espncricinfo.com/ci/engine/match/64632.html,261,5,0.38314176245210724,W
2,21,10,0,0,20.00,2,caught,2,v New Zealand,Guwahati,1999-11-14,https://stats.espncricinfo.com/ci/engine/match/64633.html,188,10,1.0638297872340425,L
0,2,3,0,0,0.00,4,caught,2,v New Zealand,Delhi,1999-11-17,https://stats.espncricinfo.com/ci/engine/match/64634.html,181,3,0.0,W
13,28,26,2,0,50.00,4,bowled,1,v Pakistan,Brisbane,2000-01-10,https://stats.espncricinfo.com/ci/engine/match/65588.html,195,10,6.666666666666667,L
12,25,11,2,0,109.09,4,run out,2,v Australia,Melbourne,2000-01-12,https://stats.espncricinfo.com/ci/engine/match/65589.html,241,6,4.979253112033195,L
1,13,11,0,0,9.09,2,caught,1,v Australia,Sydney,2000-01-14,https://stats.espncricinfo.com/ci/engine/match/65590.html,100,10,1.0,L
93,157,103,10,0,90.29,1,bowled,2,v Pakistan,Hobart,2000-01-21,https://stats.espncricinfo.com/ci/engine/match/65593.html,230,10,40.43478260869565,L
41,69,46,5,0,89.13,1,caught,1,v Pakistan,Adelaide,2000-01-25,https://stats.espncricinfo.com/ci/engine/match/65595.html,267,6,15.355805243445692,W
18,45,28,2,0,64.28,1,caught,2,v Australia,Adelaide,2000-01-26,https://stats.espncricinfo.com/ci/engine/match/65596.html,177,10,10.16949152542373,L
17,19,14,4,0,121.42,1,caught,2,v Pakistan,Perth,2000-01-28,https://stats.espncricinfo.com/ci/engine/match/65597.html,157,10,10.828025477707007,L
3,23,21,0,0,14.28,2,bowled,1,v Australia,Perth,2000-01-30,https://stats.espncricinfo.com/ci/engine/match/65598.html,226,6,1.3274336283185841,L
26,66,25,4,0,104.00,2,caught,2,v South Africa,Kochi,2000-03-09,https://stats.espncricinfo.com/ci/engine/match/64657.html,302,7,8.609271523178808,W
21,39,31,3,0,67.74,2,caught,2,v South Africa,Jamshedpur,2000-03-12,https://stats.espncricinfo.com/ci/engine/match/64658.html,203,4,10.344827586206897,W
12,48,28,1,0,42.85,2,lbw,1,v South Africa,Faridabad,2000-03-15,https://stats.espncricinfo.com/ci/engine/match/64659.html,248,8,4.838709677419355,L
122,195,138,12,0,88.40,2,caught,2,v South Africa,Vadodara,2000-03-17,https://stats.espncricinfo.com/ci/engine/match/64660.html,283,6,43.109540636042404,W
93,119,89,7,4,104.49,2,caught,2,v South Africa,Nagpur,2000-03-19,https://stats.espncricinfo.com/ci/engine/match/64661.html,310,10,30.0,L
5,10,8,0,0,62.50,2,bowled,1,v South Africa,Sharjah,2000-03-22,https://stats.espncricinfo.com/ci/engine/match/65782.html,164,10,3.048780487804878,L
11,54,28,1,0,39.28,2,lbw,2,v Pakistan,Sharjah,2000-03-23,https://stats.espncricinfo.com/ci/engine/match/65783.html,149,5,7.38255033557047,W
10,23,18,1,0,55.55,2,bowled,2,v Pakistan,Sharjah,2000-03-26,https://stats.espncricinfo.com/ci/engine/match/65785.html,174,9,5.747126436781609,L
39,117,68,3,0,57.35,1,run out,1,v South Africa,Sharjah,2000-03-27,https://stats.espncricinfo.com/ci/engine/match/65786.html,164,10,23.78048780487805,L
36,55,25,4,2,144.00,2,caught,2,v Bangladesh,Dhaka,2000-05-30,https://stats.espncricinfo.com/ci/engine/match/65700.html,252,2,14.285714285714285,W
93,174,95,10,0,97.89,2,caught,2,v Sri Lanka,Dhaka,2000-06-01,https://stats.espncricinfo.com/ci/engine/match/65701.html,205,10,45.36585365853659,L
25,74,30,4,0,83.33,2,lbw,2,v Pakistan,Dhaka,2000-06-03,https://stats.espncricinfo.com/ci/engine/match/65703.html,251,10,9.9601593625498,L
25,55,35,4,0,71.42,2,lbw,2,v Kenya,Nairobi (Gym),2000-10-03,https://stats.espncricinfo.com/ci/engine/match/66170.html,209,2,11.961722488038278,W
38,58,37,3,3,102.70,2,caught,1,v Australia,Nairobi (Gym),2000-10-07,https://stats.espncricinfo.com/ci/engine/match/66173.html,265,9,14.339622641509434,W
39,61,50,4,0,78.00,2,caught,1,v South Africa,Nairobi (Gym),2000-10-13,https://stats.espncricinfo.com/ci/engine/match/66178.html,295,6,13.220338983050848,W
69,103,83,10,1,83.13,2,run out,1,v New Zealand,Nairobi (Gym),2000-10-15,https://stats.espncricinfo.com/ci/engine/match/66179.html,264,6,26.136363636363637,L
101,-,140,3,1,72.14,2,run out,1,v Sri Lanka,Sharjah,2000-10-20,https://stats.espncricinfo.com/ci/engine/match/65894.html,224,8,45.089285714285715,L
8,-,15,1,0,53.33,2,caught,1,v Zimbabwe,Sharjah,2000-10-22,https://stats.espncricinfo.com/ci/engine/match/65896.html,265,8,3.018867924528302,W
4,-,10,0,0,40.00,1,caught,2,v Zimbabwe,Sharjah,2000-10-26,https://stats.espncricinfo.com/ci/engine/match/65898.html,219,7,1.82648401826484,W
61,-,54,7,0,112.96,2,caught,2,v Sri Lanka,Sharjah,2000-10-27,https://stats.espncricinfo.com/ci/engine/match/65899.html,226,10,26.991150442477874,L
5,-,11,0,0,45.45,2,caught,2,v Sri Lanka,Sharjah,2000-10-29,https://stats.espncricinfo.com/ci/engine/match/65900.html,54,10,9.25925925925926,L
44,90,49,7,0,89.79,2,caught,2,v Zimbabwe,Cuttack,2000-12-02,https://stats.espncricinfo.com/ci/engine/match/64680.html,255,7,17.254901960784313,W
8,27,20,0,0,40.00,1,caught,1,v Zimbabwe,Ahmedabad,2000-12-05,https://stats.espncricinfo.com/ci/engine/match/64681.html,306,5,2.6143790849673203,W
146,200,153,15,2,95.42,2,caught,1,v Zimbabwe,Jodhpur,2000-12-08,https://stats.espncricinfo.com/ci/engine/match/64682.html,283,8,51.590106007067135,L
62,113,86,9,0,72.09,2,lbw,2,v Zimbabwe,Kanpur,2000-12-11,https://stats.espncricinfo.com/ci/engine/match/64683.html,166,1,37.34939759036144,W
27,38,38,5,0,71.05,2,bowled,1,v Zimbabwe,Rajkot,2000-12-14,https://stats.espncricinfo.com/ci/engine/match/64684.html,301,6,8.970099667774086,W
35,47,26,6,1,134.61,2,run out,1,v Australia,Bengaluru,2001-03-25,https://stats.espncricinfo.com/ci/engine/match/64706.html,315,10,11.11111111111111,W
32,35,29,6,1,110.34,2,caught,1,v Australia,Pune,2001-03-28,https://stats.espncricinfo.com/ci/engine/match/64708.html,248,9,12.903225806451612,L
139,197,125,19,0,111.20,2,caught,1,v Australia,Indore,2001-03-31,https://stats.espncricinfo.com/ci/engine/match/64709.html,299,8,46.48829431438127,W
62,68,38,11,0,163.15,2,caught,2,v Australia,Visakhapatnam,2001-04-03,https://stats.espncricinfo.com/ci/engine/match/64710.html,245,10,25.30612244897959,L
12,17,15,2,0,80.00,2,caught,1,v Australia,Margao,2001-04-06,https://stats.espncricinfo.com/ci/engine/match/64711.html,265,6,4.528301886792453,L
70,129,70,13,0,100.00,2,not out,2,v Zimbabwe,Harare,2001-06-24,https://stats.espncricinfo.com/ci/engine/match/66313.html,137,1,51.09489051094891,W
9,42,27,0,0,33.33,2,caught,2,v Zimbabwe,Bulawayo,2001-06-27,https://stats.espncricinfo.com/ci/engine/match/66314.html,237,6,3.79746835443038,W
81,191,110,8,0,73.63,2,not out,2,v West Indies,Bulawayo,2001-06-30,https://stats.espncricinfo.com/ci/engine/match/66315.html,170,4,47.647058823529406,W
122,210,131,12,1,93.12,2,not out,2,v West Indies,Harare,2001-07-04,https://stats.espncricinfo.com/ci/engine/match/66317.html,230,4,53.04347826086957,W
0,10,4,0,0,0.00,2,caught,2,v West Indies,Harare,2001-07-07,https://stats.espncricinfo.com/ci/engine/match/66318.html,274,8,0.0,L
101,209,129,9,0,78.29,2,caught,1,v South Africa,Johannesburg,2001-10-05,https://stats.espncricinfo.com/ci/engine/match/66098.html,279,5,36.200716845878134,L
38,82,57,5,0,66.66,2,caught,1,v South Africa,Centurion,2001-10-10,https://stats.espncricinfo.com/ci/engine/match/66100.html,233,10,16.30901287553648,W
3,24,20,0,0,15.00,2,bowled,2,v Kenya,Gqeberha,2001-10-17,https://stats.espncricinfo.com/ci/engine/match/66103.html,176,10,1.7045454545454544,L
37,68,35,5,0,105.71,2,bowled,2,v South Africa,East London,2001-10-19,https://stats.espncricinfo.com/ci/engine/match/66104.html,236,10,15.677966101694915,L
146,186,132,17,0,110.60,2,caught,1,v Kenya,Paarl,2001-10-24,https://stats.espncricinfo.com/ci/engine/match/66106.html,351,3,41.5954415954416,W
17,49,42,3,0,40.47,2,bowled,1,v South Africa,Durban,2001-10-26,https://stats.espncricinfo.com/ci/engine/match/66107.html,183,10,9.289617486338798,L
36,71,43,6,0,83.72,2,bowled,1,v England,Eden Gardens,2002-01-19,https://stats.espncricinfo.com/ci/engine/match/64736.html,281,8,12.811387900355871,W
45,101,60,6,0,75.00,2,run out,2,v England,Cuttack,2002-01-22,https://stats.espncricinfo.com/ci/engine/match/64738.html,234,10,19.230769230769234,L
68,110,79,10,0,86.07,1,lbw,2,v England,Chennai,2002-01-25,https://stats.espncricinfo.com/ci/engine/match/64741.html,221,6,30.76923076923077,W
87,120,67,13,1,129.85,1,not out,2,v England,Kanpur,2002-01-28,https://stats.espncricinfo.com/ci/engine/match/64742.html,219,2,39.726027397260275,W
18,20,16,3,0,112.50,2,caught,2,v England,Delhi,2002-01-31,https://stats.espncricinfo.com/ci/engine/match/64743.html,269,8,6.691449814126393,L
12,22,18,1,1,66.66,2,caught,2,v England,Wankhede,2002-02-03,https://stats.espncricinfo.com/ci/engine/match/64744.html,250,10,4.8,L
34,64,45,2,0,75.55,4,not out,2,v West Indies,Bridgetown,2002-05-29,https://stats.espncricinfo.com/ci/engine/match/64768.html,187,3,18.181818181818183,W
65,110,70,3,1,92.85,4,bowled,1,v West Indies,Port of Spain,2002-06-02,https://stats.espncricinfo.com/ci/engine/match/64770.html,260,10,25.0,W
1,12,9,0,0,11.11,4,lbw,2,v England,Lord's,2002-06-29,https://stats.espncricinfo.com/ci/engine/match/66284.html,272,4,0.3676470588235294,W
49,123,70,3,1,70.00,4,caught,2,v Sri Lanka,The Oval,2002-06-30,https://stats.espncricinfo.com/ci/engine/match/66285.html,203,6,24.137931034482758,W
105,167,108,8,1,97.22,4,not out,1,v England,Chester-le-Street,2002-07-04,https://stats.espncricinfo.com/ci/engine/match/66287.html,285,4,36.84210526315789,L
19,35,25,3,0,76.00,4,caught,2,v Sri Lanka,Birmingham,2002-07-06,https://stats.espncricinfo.com/ci/engine/match/66288.html,188,6,10.106382978723403,W
36,60,29,5,0,124.13,4,caught,2,v England,The Oval,2002-07-09,https://stats.espncricinfo.com/ci/engine/match/66290.html,165,10,21.818181818181817,L
113,141,102,12,1,110.78,4,caught,1,v Sri Lanka,Bristol,2002-07-11,https://stats.espncricinfo.com/ci/engine/match/66291.html,304,10,37.17105263157895,W
14,31,19,1,0,73.68,4,bowled,2,v England,Lord's,2002-07-13,https://stats.espncricinfo.com/ci/engine/match/66292.html,326,8,4.294478527607362,W
7,39,16,0,0,43.75,4,caught,1,v Zimbabwe,Colombo (RPS),2002-09-14,https://stats.espncricinfo.com/ci/engine/match/66182.html,288,6,2.430555555555556,W
9,34,20,0,0,45.00,4,not out,2,v England,Colombo (RPS),2002-09-22,https://stats.espncricinfo.com/ci/engine/match/66190.html,271,2,3.3210332103321036,W
16,39,29,1,0,55.17,4,run out,1,v South Africa,Colombo (RPS),2002-09-25,https://stats.espncricinfo.com/ci/engine/match/66192.html,261,9,6.130268199233716,W
7,33,22,1,0,31.81,3,not out,2,v Sri Lanka,Colombo (RPS),2002-09-30,https://stats.espncricinfo.com/ci/engine/match/66195.html,38,1,18.421052631578945,L
0,9,10,0,0,0.00,4,lbw,2,v New Zealand,Wellington,2003-01-08,https://stats.espncricinfo.com/ci/engine/match/64817.html,169,8,0.0,W
1,21,13,0,0,7.69,4,caught,2,v New Zealand,Auckland,2003-01-11,https://stats.espncricinfo.com/ci/engine/match/64818.html,200,9,0.5,W
1,7,6,0,0,16.66,3,caught,1,v New Zealand,Hamilton,2003-01-14,https://stats.espncricinfo.com/ci/engine/match/64819.html,122,10,0.819672131147541,L
52,91,72,7,0,72.22,2,caught,1,v Netherlands,Paarl,2003-02-12,https://stats.espncricinfo.com/ci/engine/match/65241.html,204,10,25.49019607843137,W
36,127,59,3,0,61.01,2,lbw,1,v Australia,Centurion,2003-02-15,https://stats.espncricinfo.com/ci/engine/match/65244.html,125,10,28.799999999999997,L
81,122,91,10,0,89.01,2,bowled,1,v Zimbabwe,Harare,2003-02-19,https://stats.espncricinfo.com/ci/engine/match/65250.html,255,7,31.76470588235294,W
152,193,151,18,0,100.66,2,bowled,1,v Namibia,Pietermaritzburg,2003-02-23,https://stats.espncricinfo.com/ci/engine/match/65257.html,311,2,48.87459807073955,W
50,78,52,8,1,96.15,2,caught,1,v England,Durban,2003-02-26,https://stats.espncricinfo.com/ci/engine/match/65262.html,250,9,20.0,W
98,145,75,12,1,130.66,1,caught,2,v Pakistan,Centurion,2003-03-01,https://stats.espncricinfo.com/ci/engine/match/65268.html,276,4,35.507246376811594,W
5,21,12,1,0,41.66,2,caught,2,v Kenya,Cape Town,2003-03-07,https://stats.espncricinfo.com/ci/engine/match/65276.html,226,4,2.2123893805309733,W
97,160,120,7,1,80.83,1,caught,1,v Sri Lanka,Johannesburg,2003-03-10,https://stats.espncricinfo.com/ci/engine/match/65278.html,292,6,33.21917808219178,W
15,25,16,3,0,93.75,2,caught,2,v New Zealand,Centurion,2003-03-14,https://stats.espncricinfo.com/ci/engine/match/65281.html,150,3,10.0,W
83,166,101,5,1,82.17,2,caught,1,v Kenya,Durban,2003-03-20,https://stats.espncricinfo.com/ci/engine/match/65285.html,270,4,30.74074074074074,W
4,2,5,1,0,80.00,1,caught,2,v Australia,Johannesburg,2003-03-23,https://stats.espncricinfo.com/ci/engine/match/65286.html,234,10,1.7094017094017095,L
48,119,66,5,0,72.72,2,not out,1,v New Zealand,Chennai,2003-10-23,https://stats.espncricinfo.com/ci/engine/match/66364.html,141,3,34.04255319148936,L
100,158,119,9,1,84.03,2,caught,1,v Australia,Gwalior,2003-10-26,https://stats.espncricinfo.com/ci/engine/match/66365.html,283,5,35.3356890459364,W
68,113,76,10,0,89.47,2,bowled,2,v Australia,Wankhede,2003-11-01,https://stats.espncricinfo.com/ci/engine/match/66367.html,209,10,32.535885167464116,L
14,29,14,3,0,100.00,2,lbw,1,v New Zealand,Cuttack,2003-11-06,https://stats.espncricinfo.com/ci/engine/match/66369.html,246,9,5.691056910569105,L
89,133,91,12,1,97.80,2,bowled,2,v Australia,Bengaluru,2003-11-12,https://stats.espncricinfo.com/ci/engine/match/66371.html,286,8,31.11888111888112,L
102,124,91,12,1,112.08,2,caught,1,v New Zealand,Hyderabad (Deccan),2003-11-15,https://stats.espncricinfo.com/ci/engine/match/66372.html,353,5,28.89518413597734,W
45,104,66,5,0,68.18,1,bowled,2,v Australia,Eden Gardens,2003-11-18,https://stats.espncricinfo.com/ci/engine/match/66373.html,198,10,22.727272727272727,L
63,117,69,8,1,91.30,2,caught,2,v Australia,Melbourne,2004-01-09,https://stats.espncricinfo.com/ci/engine/match/65643.html,270,10,23.333333333333332,L
44,107,59,6,0,74.57,2,bowled,2,v Zimbabwe,Hobart,2004-01-14,https://stats.espncricinfo.com/ci/engine/match/65645.html,211,3,20.85308056872038,W
86,129,95,8,0,90.52,2,caught,1,v Australia,Brisbane,2004-01-18,https://stats.espncricinfo.com/ci/engine/match/65647.html,303,4,28.38283828382838,W
5,17,6,1,0,83.33,2,caught,1,v Australia,Perth,2004-02-01,https://stats.espncricinfo.com/ci/engine/match/65653.html,203,10,2.4630541871921183,L
3,16,8,0,0,37.50,2,caught,2,v Zimbabwe,Perth,2004-02-03,https://stats.espncricinfo.com/ci/engine/match/65654.html,136,6,2.2058823529411766,W
8,28,22,1,0,36.36,2,bowled,1,v Australia,Melbourne,2004-02-06,https://stats.espncricinfo.com/ci/engine/match/65655.html,222,10,3.6036036036036037,L
27,38,40,4,0,67.50,2,caught,2,v Australia,Sydney,2004-02-08,https://stats.espncricinfo.com/ci/engine/match/65656.html,151,10,17.880794701986755,L
28,49,35,4,1,80.00,2,caught,1,v Pakistan,Karachi,2004-03-13,https://stats.espncricinfo.com/ci/engine/match/64880.html,349,7,8.022922636103152,W
141,173,135,17,1,104.44,2,caught,2,v Pakistan,Rawalpindi,2004-03-16,https://stats.espncricinfo.com/ci/engine/match/64882.html,317,10,44.479495268138805,L
0,7,5,0,0,0.00,2,caught,1,v Pakistan,Peshawar,2004-03-19,https://stats.espncricinfo.com/ci/engine/match/64883.html,244,9,0.0,L
7,22,13,1,0,53.84,2,caught,2,v Pakistan,Lahore,2004-03-21,https://stats.espncricinfo.com/ci/engine/match/64884.html,294,5,2.380952380952381,W
37,60,48,7,0,77.08,2,caught,1,v Pakistan,Lahore,2004-03-24,https://stats.espncricinfo.com/ci/engine/match/64885.html,293,7,12.627986348122866,W
18,39,25,2,0,72.00,2,caught,1,v U.A.E.,Dambulla,2004-07-16,https://stats.espncricinfo.com/ci/engine/match/65707.html,260,6,6.923076923076923,W
11,17,13,2,0,84.61,1,caught,2,v Sri Lanka,Dambulla,2004-07-18,https://stats.espncricinfo.com/ci/engine/match/65711.html,270,8,4.074074074074074,L
82,157,126,10,1,65.07,2,not out,2,v Bangladesh,Colombo (SSC),2004-07-21,https://stats.espncricinfo.com/ci/engine/match/65712.html,178,2,46.06741573033708,W
78,192,103,6,0,75.72,2,caught,2,v Pakistan,Colombo (RPS),2004-07-25,https://stats.espncricinfo.com/ci/engine/match/65715.html,241,8,32.365145228215766,L
18,30,21,3,0,85.71,1,lbw,1,v Sri Lanka,Colombo (RPS),2004-07-27,https://stats.espncricinfo.com/ci/engine/match/65716.html,271,6,6.642066420664207,W
74,170,100,7,1,74.00,2,bowled,2,v Sri Lanka,Colombo (RPS),2004-08-01,https://stats.espncricinfo.com/ci/engine/match/65718.html,203,9,36.45320197044335,L
16,30,17,2,0,94.11,2,run out,1,v Pakistan,Eden Gardens,2004-11-13,https://stats.espncricinfo.com/ci/engine/match/66384.html,292,6,5.47945205479452,L
19,46,32,3,0,59.37,2,caught,1,v Bangladesh,Chattogram,2004-12-23,https://stats.espncricinfo.com/ci/engine/match/64914.html,245,8,7.755102040816326,W
47,60,42,9,0,111.90,2,caught,1,v Bangladesh,Dhaka,2004-12-27,https://stats.espncricinfo.com/ci/engine/match/64917.html,348,5,13.505747126436782,W
4,8,4,1,0,100.00,2,caught,1,v Pakistan,Kochi,2005-04-02,https://stats.espncricinfo.com/ci/engine/match/64938.html,281,8,1.4234875444839856,W
2,17,8,0,0,25.00,2,run out,1,v Pakistan,Visakhapatnam,2005-04-05,https://stats.espncricinfo.com/ci/engine/match/64939.html,356,9,0.5617977528089888,W
