Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,Match URL,Team Total,Wickets Fallen,Percentage Scored
44,70,67,1,1,65.67,5,stumped,1,v Zimbabwe,Centurion,1997-02-07,https://stats.espncricinfo.com/ci/engine/match/66075.html,216,10,20.37037037037037
2,17,8,0,0,25.00,3,bowled,2,v Zimbabwe,Benoni,1997-02-09,https://stats.espncricinfo.com/ci/engine/match/66076.html,241,4,0.8298755186721992
60,131,81,2,0,74.07,4,run out,1,v South Africa,Durban,1997-02-12,https://stats.espncricinfo.com/ci/engine/match/66077.html,191,9,31.413612565445025
45,62,44,2,0,102.27,4,caught,2,v South Africa,Durban,1997-02-13,https://stats.espncricinfo.com/ci/engine/match/66078.html,234,10,19.230769230769234
24,68,47,1,0,51.06,4,caught,1,v Zimbabwe,Bulawayo,1997-02-15,https://stats.espncricinfo.com/ci/engine/match/64537.html,168,10,14.285714285714285
3,16,12,0,0,25.00,4,bowled,1,v West Indies,Port of Spain,1997-04-26,https://stats.espncricinfo.com/ci/engine/match/64552.html,179,10,1.675977653631285
24,58,37,2,0,64.86,4,caught,2,v West Indies,Kingstown,1997-04-30,https://stats.espncricinfo.com/ci/engine/match/64554.html,231,10,10.38961038961039
40,93,69,3,0,57.97,4,caught,1,v West Indies,Bridgetown,1997-05-03,https://stats.espncricinfo.com/ci/engine/match/64555.html,199,7,20.100502512562816
81,122,103,4,2,78.64,5,not out,1,v Sri Lanka,Colombo (RPS),1997-07-18,https://stats.espncricinfo.com/ci/engine/match/65694.html,227,6,35.68281938325991
23,38,20,3,0,115.00,3,not out,2,v Bangladesh,Colombo (SSC),1997-07-24,https://stats.espncricinfo.com/ci/engine/match/65697.html,132,1,17.424242424242426
81,110,102,1,2,79.41,5,caught,1,v Sri Lanka,Colombo (RPS),1997-07-26,https://stats.espncricinfo.com/ci/engine/match/65698.html,239,7,33.89121338912134
111,190,117,5,0,94.87,5,not out,2,v Sri Lanka,Colombo (RPS),1997-08-17,https://stats.espncricinfo.com/ci/engine/match/64557.html,300,7,37.0
1,4,7,0,0,14.28,4,stumped,1,v Sri Lanka,Colombo (RPS),1997-08-20,https://stats.espncricinfo.com/ci/engine/match/64558.html,238,10,0.42016806722689076
