Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,Match URL,Team Total,Wickets Fallen,Percentage Scored
111,177,124,7,3,89.51,1,caught,1,v Kenya,Paarl,2001-10-24,https://stats.espncricinfo.com/ci/engine/match/66106.html,351,3,31.62393162393162
9,28,17,1,0,52.94,1,caught,1,v South Africa,Durban,2001-10-26,https://stats.espncricinfo.com/ci/engine/match/66107.html,183,10,4.918032786885246
42,86,58,4,1,72.41,1,caught,1,v England,Eden Gardens,2002-01-19,https://stats.espncricinfo.com/ci/engine/match/64736.html,281,8,14.94661921708185
14,17,15,3,0,93.33,1,caught,2,v England,Cuttack,2002-01-22,https://stats.espncricinfo.com/ci/engine/match/64738.html,234,10,5.982905982905983
26,26,32,5,0,81.25,3,bowled,2,v England,Kanpur,2002-01-28,https://stats.espncricinfo.com/ci/engine/match/64742.html,219,2,11.87214611872146
74,149,95,5,3,77.89,3,caught,2,v England,Delhi,2002-01-31,https://stats.espncricinfo.com/ci/engine/match/64743.html,269,8,27.509293680297397
80,128,99,4,4,80.80,3,bowled,2,v England,Wankhede,2002-02-03,https://stats.espncricinfo.com/ci/engine/match/64744.html,250,10,32.0
57,102,70,6,2,81.42,2,stumped,1,v Zimbabwe,Faridabad,2002-03-07,https://stats.espncricinfo.com/ci/engine/match/64753.html,274,6,20.802919708029197
86,144,83,8,3,103.61,2,run out,1,v Zimbabwe,Mohali,2002-03-10,https://stats.espncricinfo.com/ci/engine/match/64754.html,319,6,26.959247648902824
11,60,21,1,0,52.38,2,bowled,1,v Zimbabwe,Kochi,2002-03-13,https://stats.espncricinfo.com/ci/engine/match/64755.html,191,10,5.7591623036649215
7,25,16,1,0,43.75,2,caught,2,v Zimbabwe,Hyderabad (Deccan),2002-03-16,https://stats.espncricinfo.com/ci/engine/match/64756.html,244,5,2.8688524590163933
28,50,31,4,0,90.32,2,caught,1,v Zimbabwe,Guwahati,2002-03-19,https://stats.espncricinfo.com/ci/engine/match/64757.html,333,6,8.408408408408409
41,108,65,5,0,63.07,1,caught,2,v West Indies,Bridgetown,2002-05-29,https://stats.espncricinfo.com/ci/engine/match/64768.html,187,3,21.92513368983957
39,61,44,5,1,88.63,1,lbw,1,v West Indies,Port of Spain,2002-06-01,https://stats.espncricinfo.com/ci/engine/match/64769.html,123,10,31.70731707317073
56,129,80,5,0,70.00,1,caught,1,v West Indies,Port of Spain,2002-06-02,https://stats.espncricinfo.com/ci/engine/match/64770.html,260,10,21.53846153846154
43,125,67,4,0,64.17,1,caught,2,v England,Lord's,2002-06-29,https://stats.espncricinfo.com/ci/engine/match/66284.html,272,4,15.808823529411764
7,14,10,1,0,70.00,1,lbw,2,v Sri Lanka,The Oval,2002-06-30,https://stats.espncricinfo.com/ci/engine/match/66285.html,203,6,3.4482758620689653
0,1,1,0,0,0.00,1,lbw,1,v England,Chester-le-Street,2002-07-04,https://stats.espncricinfo.com/ci/engine/match/66287.html,285,4,0.0
24,64,51,2,0,47.05,2,caught,2,v Sri Lanka,Birmingham,2002-07-06,https://stats.espncricinfo.com/ci/engine/match/66288.html,188,6,12.76595744680851
6,23,10,0,0,60.00,2,caught,2,v England,The Oval,2002-07-09,https://stats.espncricinfo.com/ci/engine/match/66290.html,165,10,3.6363636363636362
9,37,19,2,0,47.36,1,run out,1,v Sri Lanka,Bristol,2002-07-11,https://stats.espncricinfo.com/ci/engine/match/66291.html,304,10,2.9605263157894735
60,68,43,10,1,139.53,2,bowled,2,v England,Lord's,2002-07-13,https://stats.espncricinfo.com/ci/engine/match/66292.html,326,8,18.404907975460123
13,17,12,3,0,108.33,1,caught,1,v Zimbabwe,Colombo (RPS),2002-09-14,https://stats.espncricinfo.com/ci/engine/match/66182.html,288,6,4.513888888888888
117,183,109,12,3,107.33,2,not out,2,v England,Colombo (RPS),2002-09-22,https://stats.espncricinfo.com/ci/engine/match/66190.html,271,2,43.17343173431734
13,26,13,3,0,100.00,2,caught,1,v South Africa,Colombo (RPS),2002-09-25,https://stats.espncricinfo.com/ci/engine/match/66192.html,261,9,4.980842911877394
16,53,33,2,0,48.48,2,bowled,1,v West Indies,Jamshedpur,2002-11-06,https://stats.espncricinfo.com/ci/engine/match/64785.html,283,6,5.6537102473498235
78,130,99,9,0,78.78,1,caught,1,v West Indies,Nagpur,2002-11-09,https://stats.espncricinfo.com/ci/engine/match/64786.html,279,9,27.956989247311824
72,122,83,9,0,86.74,1,caught,2,v West Indies,Rajkot,2002-11-12,https://stats.espncricinfo.com/ci/engine/match/64787.html,200,1,36.0
28,32,16,3,1,175.00,1,caught,2,v West Indies,Ahmedabad,2002-11-15,https://stats.espncricinfo.com/ci/engine/match/64788.html,325,5,8.615384615384615
53,99,55,8,0,96.36,1,bowled,1,v West Indies,Vadodara,2002-11-18,https://stats.espncricinfo.com/ci/engine/match/64789.html,290,8,18.275862068965516
14,36,14,2,0,100.00,4,bowled,1,v New Zealand,Auckland,2002-12-26,https://stats.espncricinfo.com/ci/engine/match/64813.html,108,10,12.962962962962962
0,1,3,0,0,0.00,1,bowled,2,v New Zealand,Napier,2002-12-29,https://stats.espncricinfo.com/ci/engine/match/64814.html,219,10,0.0
4,36,24,0,0,16.66,2,caught,1,v New Zealand,Christchurch,2003-01-01,https://stats.espncricinfo.com/ci/engine/match/64815.html,108,10,3.7037037037037033
2,15,13,0,0,15.38,5,caught,1,v New Zealand,Queenstown,2003-01-04,https://stats.espncricinfo.com/ci/engine/match/64816.html,122,10,1.639344262295082
0,1,1,0,0,0.00,1,caught,2,v New Zealand,Wellington,2003-01-08,https://stats.espncricinfo.com/ci/engine/match/64817.html,169,8,0.0
23,63,44,4,0,52.27,1,caught,2,v New Zealand,Auckland,2003-01-11,https://stats.espncricinfo.com/ci/engine/match/64818.html,200,9,11.5
15,67,39,1,0,38.46,1,bowled,1,v New Zealand,Hamilton,2003-01-14,https://stats.espncricinfo.com/ci/engine/match/64819.html,122,10,12.295081967213115
8,39,32,0,0,25.00,1,caught,1,v Netherlands,Paarl,2003-02-12,https://stats.espncricinfo.com/ci/engine/match/65241.html,204,10,3.9215686274509802
9,27,21,1,0,42.85,1,caught,1,v Australia,Centurion,2003-02-15,https://stats.espncricinfo.com/ci/engine/match/65244.html,125,10,7.199999999999999
24,39,36,0,1,66.66,4,caught,1,v Zimbabwe,Harare,2003-02-19,https://stats.espncricinfo.com/ci/engine/match/65250.html,255,7,9.411764705882353
112,173,119,6,4,94.11,3,not out,1,v Namibia,Pietermaritzburg,2003-02-23,https://stats.espncricinfo.com/ci/engine/match/65257.html,311,2,36.01286173633441
19,60,38,2,0,50.00,3,caught,1,v England,Durban,2003-02-26,https://stats.espncricinfo.com/ci/engine/match/65262.html,250,9,7.6
0,2,1,0,0,0.00,3,lbw,2,v Pakistan,Centurion,2003-03-01,https://stats.espncricinfo.com/ci/engine/match/65268.html,276,4,0.0
107,196,120,11,2,89.16,3,not out,2,v Kenya,Cape Town,2003-03-07,https://stats.espncricinfo.com/ci/engine/match/65276.html,226,4,47.34513274336283
48,68,53,2,2,90.56,3,bowled,1,v Sri Lanka,Johannesburg,2003-03-10,https://stats.espncricinfo.com/ci/engine/match/65278.html,292,6,16.43835616438356
3,10,6,0,0,50.00,3,bowled,2,v New Zealand,Centurion,2003-03-14,https://stats.espncricinfo.com/ci/engine/match/65281.html,150,3,2.0
111,140,114,5,5,97.36,3,not out,1,v Kenya,Durban,2003-03-20,https://stats.espncricinfo.com/ci/engine/match/65285.html,270,4,41.11111111111111
24,44,25,3,1,96.00,3,caught,2,v Australia,Johannesburg,2003-03-23,https://stats.espncricinfo.com/ci/engine/match/65286.html,234,10,10.256410256410255
30,45,45,1,2,66.66,3,caught,1,v Bangladesh,Dhaka,2003-04-11,https://stats.espncricinfo.com/ci/engine/match/66350.html,276,10,10.869565217391305
75,117,80,7,2,93.75,3,caught,1,v South Africa,Dhaka,2003-04-13,https://stats.espncricinfo.com/ci/engine/match/66351.html,307,4,24.429967426710096
61,116,83,6,1,73.49,3,caught,1,v South Africa,Dhaka,2003-04-18,https://stats.espncricinfo.com/ci/engine/match/66355.html,215,10,28.37209302325581
11,-,36,1,0,30.55,3,not out,1,v South Africa,Dhaka,2003-04-21,https://stats.espncricinfo.com/ci/engine/match/66356.html,46,3,23.91304347826087
