Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,Match URL,Team Total,Wickets Fallen,Percentage Scored,Match Result
25,64,42,2,0,59.52,6,lbw,1,v Pakistan,Mohali,2011-03-30,https://stats.espncricinfo.com/ci/engine/match/433605.html,260,9,9.615384615384617,W
91,128,79,8,2,115.18,5,not out,2,v Sri Lanka,Wankhede,2011-04-02,https://stats.espncricinfo.com/ci/engine/match/433606.html,277,4,32.851985559566785,W
33,41,36,2,0,91.66,7,caught,1,v England,Chester-le-Street,2011-09-03,https://stats.espncricinfo.com/ci/engine/match/474477.html,274,7,12.043795620437956,L
6,9,5,1,0,120.00,6,caught,1,v England,Southampton,2011-09-06,https://stats.espncricinfo.com/ci/engine/match/474478.html,187,8,3.2085561497326207,L
69,142,103,5,0,66.99,6,caught,1,v England,The Oval,2011-09-09,https://stats.espncricinfo.com/ci/engine/match/474479.html,234,7,29.48717948717949,L
78,110,71,6,3,109.85,6,not out,1,v England,Lord's,2011-09-11,https://stats.espncricinfo.com/ci/engine/match/474480.html,280,5,27.857142857142858,L
50,35,26,5,2,192.30,6,not out,1,v England,Cardiff,2011-09-16,https://stats.espncricinfo.com/ci/engine/match/474481.html,304,6,16.447368421052634,L
87,104,70,10,1,124.28,6,not out,1,v England,Hyderabad,2011-10-14,https://stats.espncricinfo.com/ci/engine/match/521218.html,300,7,28.999999999999996,W
35,53,31,3,0,112.90,6,not out,2,v England,Mohali,2011-10-20,https://stats.espncricinfo.com/ci/engine/match/521220.html,300,5,11.666666666666666,W
15,-,18,1,1,83.33,6,not out,2,v England,Wankhede,2011-10-23,https://stats.espncricinfo.com/ci/engine/match/521221.html,223,4,6.726457399103139,W
75,103,69,3,4,108.69,6,not out,1,v England,Eden Gardens,2011-10-25,https://stats.espncricinfo.com/ci/engine/match/521222.html,271,8,27.67527675276753,W
29,61,38,1,0,76.31,6,caught,2,v Australia,Melbourne,2012-02-05,https://stats.espncricinfo.com/ci/engine/match/518956.html,151,10,19.205298013245034,L
4,6,5,1,0,80.00,6,caught,2,v Sri Lanka,Perth,2012-02-08,https://stats.espncricinfo.com/ci/engine/match/518957.html,234,6,1.7094017094017095,W
44,76,58,0,1,75.86,6,not out,2,v Australia,Adelaide,2012-02-12,https://stats.espncricinfo.com/ci/engine/match/518959.html,270,6,16.296296296296298,W
58,113,69,3,1,84.05,6,not out,2,v Sri Lanka,Adelaide,2012-02-14,https://stats.espncricinfo.com/ci/engine/match/518960.html,236,9,24.576271186440678,L
56,115,84,2,1,66.66,6,caught,2,v Australia,Brisbane,2012-02-19,https://stats.espncricinfo.com/ci/engine/match/518962.html,178,10,31.46067415730337,L
14,68,49,0,0,28.57,6,lbw,2,v Australia,Sydney,2012-02-26,https://stats.espncricinfo.com/ci/engine/match/518965.html,165,10,8.484848484848486,L
46,38,26,6,1,176.92,4,not out,1,v Sri Lanka,Mirpur,2012-03-13,https://stats.espncricinfo.com/ci/engine/match/535795.html,304,3,15.131578947368421,W
21,20,11,2,0,190.90,5,not out,1,v Bangladesh,Mirpur,2012-03-16,https://stats.espncricinfo.com/ci/engine/match/535797.html,289,5,7.26643598615917,L
4,4,1,1,0,400.00,6,not out,2,v Pakistan,Mirpur,2012-03-18,https://stats.espncricinfo.com/ci/engine/match/535798.html,330,4,1.2121212121212122,W
35,49,29,3,1,120.68,6,caught,1,v Sri Lanka,Hambantota,2012-07-21,https://stats.espncricinfo.com/ci/engine/match/564781.html,314,6,11.146496815286625,W
11,26,16,2,0,68.75,6,caught,1,v Sri Lanka,Hambantota,2012-07-24,https://stats.espncricinfo.com/ci/engine/match/564782.html,138,10,7.971014492753622,L
31,60,49,1,0,63.26,4,bowled,2,v Sri Lanka,Colombo (RPS),2012-07-28,https://stats.espncricinfo.com/ci/engine/match/564783.html,288,5,10.76388888888889,W
58,57,38,8,1,152.63,7,caught,1,v Sri Lanka,Pallekele,2012-08-04,https://stats.espncricinfo.com/ci/engine/match/564785.html,294,7,19.727891156462583,W
113,177,125,7,3,90.40,7,not out,1,v Pakistan,Chennai,2012-12-30,https://stats.espncricinfo.com/ci/engine/match/589308.html,227,6,49.77973568281938,L
54,121,89,4,1,60.67,6,not out,2,v Pakistan,Eden Gardens,2013-01-03,https://stats.espncricinfo.com/ci/engine/match/589309.html,165,10,32.72727272727273,L
36,77,55,1,3,65.45,6,caught,1,v Pakistan,Delhi,2013-01-06,https://stats.espncricinfo.com/ci/engine/match/589310.html,167,10,21.55688622754491,W
32,54,25,0,4,128.00,6,caught,2,v England,Rajkot,2013-01-11,https://stats.espncricinfo.com/ci/engine/match/565812.html,316,9,10.126582278481013,L
72,117,66,7,2,109.09,6,caught,1,v England,Kochi,2013-01-15,https://stats.espncricinfo.com/ci/engine/match/565813.html,285,6,25.263157894736842,W
10,12,12,2,0,83.33,5,not out,2,v England,Ranchi,2013-01-19,https://stats.espncricinfo.com/ci/engine/match/565814.html,157,3,6.369426751592357,W
19,49,21,2,0,90.47,6,caught,2,v England,Mohali,2013-01-23,https://stats.espncricinfo.com/ci/engine/match/565815.html,258,5,7.3643410852713185,W
15,38,23,2,0,65.21,6,lbw,1,v England,Dharamsala,2013-01-27,https://stats.espncricinfo.com/ci/engine/match/565816.html,226,10,6.637168141592921,L
27,42,26,3,0,103.84,5,caught,1,v South Africa,Cardiff,2013-06-06,https://stats.espncricinfo.com/ci/engine/match/578614.html,331,7,8.157099697885197,W
0,3,4,0,0,0.00,6,caught,1,v England,Birmingham,2013-06-23,https://stats.espncricinfo.com/ci/engine/match/566948.html,129,7,0.0,W
27,66,35,1,0,77.14,6,bowled,1,v West Indies,Kingston,2013-06-30,https://stats.espncricinfo.com/ci/engine/match/597924.html,229,7,11.790393013100436,L
45,98,52,5,2,86.53,6,not out,2,v Sri Lanka,Port of Spain,2013-07-11,https://stats.espncricinfo.com/ci/engine/match/597929.html,203,9,22.167487684729064,W
19,52,22,2,0,86.36,6,bowled,2,v Australia,Pune,2013-10-13,https://stats.espncricinfo.com/ci/engine/match/647249.html,232,10,8.189655172413794,L
139,169,121,12,5,114.87,6,not out,1,v Australia,Mohali,2013-10-19,https://stats.espncricinfo.com/ci/engine/match/647253.html,303,9,45.87458745874587,L
25,35,23,2,0,108.69,6,not out,2,v Australia,Nagpur,2013-10-30,https://stats.espncricinfo.com/ci/engine/match/647259.html,351,4,7.122507122507122,W
62,73,38,7,2,163.15,6,run out,1,v Australia,Bengaluru,2013-11-02,https://stats.espncricinfo.com/ci/engine/match/647261.html,383,6,16.187989556135772,W
13,14,7,3,0,185.71,6,not out,2,v West Indies,Kochi,2013-11-21,https://stats.espncricinfo.com/ci/engine/match/676529.html,212,4,6.132075471698113,W
51,61,40,3,4,127.50,6,not out,1,v West Indies,Visakhapatnam,2013-11-24,https://stats.espncricinfo.com/ci/engine/match/676531.html,288,7,17.708333333333336,L
23,48,23,3,0,100.00,6,not out,2,v West Indies,Kanpur,2013-11-27,https://stats.espncricinfo.com/ci/engine/match/676533.html,266,5,8.646616541353383,W
65,125,71,8,1,91.54,6,bowled,2,v South Africa,Johannesburg,2013-12-05,https://stats.espncricinfo.com/ci/engine/match/648651.html,217,10,29.953917050691242,L
19,43,31,0,0,61.29,6,caught,2,v South Africa,Durban,2013-12-08,https://stats.espncricinfo.com/ci/engine/match/648653.html,146,10,13.013698630136986,L
40,72,46,2,2,86.95,6,caught,2,v New Zealand,Napier,2014-01-19,https://stats.espncricinfo.com/ci/engine/match/667641.html,268,10,14.925373134328357,L
56,81,44,7,1,127.27,5,caught,2,v New Zealand,Hamilton,2014-01-22,https://stats.espncricinfo.com/ci/engine/match/667643.html,277,9,20.216606498194945,L
50,79,60,2,3,83.33,6,caught,2,v New Zealand,Auckland,2014-01-25,https://stats.espncricinfo.com/ci/engine/match/667645.html,314,9,15.92356687898089,L
79,111,73,6,3,108.21,5,not out,1,v New Zealand,Hamilton,2014-01-28,https://stats.espncricinfo.com/ci/engine/match/667647.html,278,5,28.41726618705036,L
47,79,72,3,0,65.27,6,caught,2,v New Zealand,Wellington,2014-01-31,https://stats.espncricinfo.com/ci/engine/match/667649.html,216,10,21.75925925925926,L
52,94,51,6,0,101.96,6,bowled,1,v England,Cardiff,2014-08-27,https://stats.espncricinfo.com/ci/engine/match/667723.html,304,6,17.105263157894736,W
29,63,42,1,1,69.04,6,caught,2,v England,Leeds,2014-09-05,https://stats.espncricinfo.com/ci/engine/match/667729.html,253,10,11.462450592885375,L
8,37,21,0,0,38.09,6,bowled,2,v West Indies,Kochi,2014-10-08,https://stats.espncricinfo.com/ci/engine/match/770121.html,197,10,4.060913705583756,L
51,66,40,5,1,127.50,6,not out,1,v West Indies,Delhi,2014-10-11,https://stats.espncricinfo.com/ci/engine/match/770123.html,263,7,19.39163498098859,W
6,10,5,0,0,120.00,5,run out,1,v West Indies,Dharamsala,2014-10-17,https://stats.espncricinfo.com/ci/engine/match/770127.html,330,6,1.8181818181818181,W
19,42,31,2,0,61.29,6,bowled,1,v Australia,Melbourne,2015-01-18,https://stats.espncricinfo.com/ci/engine/match/754749.html,267,8,7.116104868913857,L
34,70,61,1,0,55.73,6,caught,1,v England,Brisbane,2015-01-20,https://stats.espncricinfo.com/ci/engine/match/754753.html,153,10,22.22222222222222,L
17,38,32,3,0,53.12,6,lbw,1,v England,Perth,2015-01-30,https://stats.espncricinfo.com/ci/engine/match/754759.html,200,10,8.5,L
18,22,13,1,1,138.46,5,caught,1,v Pakistan,Adelaide,2015-02-15,https://stats.espncricinfo.com/ci/engine/match/656405.html,300,7,6.0,W
18,22,11,3,0,163.63,6,caught,1,v South Africa,Melbourne,2015-02-22,https://stats.espncricinfo.com/ci/engine/match/656423.html,307,7,5.863192182410423,W
45,96,56,3,1,80.35,6,not out,2,v West Indies,Perth,2015-03-06,https://stats.espncricinfo.com/ci/engine/match/656453.html,185,6,24.324324324324326,W
85,113,76,8,2,111.84,6,not out,2,v Zimbabwe,Auckland,2015-03-14,https://stats.espncricinfo.com/ci/engine/match/656475.html,288,4,29.51388888888889,W
6,28,11,0,0,54.54,6,caught,1,v Bangladesh,Melbourne,2015-03-19,https://stats.espncricinfo.com/ci/engine/match/656485.html,302,6,1.9867549668874174,W
65,94,65,3,2,100.00,6,run out,2,v Australia,Sydney,2015-03-26,https://stats.espncricinfo.com/ci/engine/match/656493.html,233,10,27.896995708154503,L
5,13,7,0,0,71.42,6,caught,2,v Bangladesh,Mirpur,2015-06-18,https://stats.espncricinfo.com/ci/engine/match/870731.html,228,10,2.1929824561403506,L
47,112,75,3,0,62.66,4,caught,1,v Bangladesh,Mirpur,2015-06-21,https://stats.espncricinfo.com/ci/engine/match/870733.html,200,10,23.5,L
69,112,77,6,1,89.61,4,caught,1,v Bangladesh,Mirpur,2015-06-24,https://stats.espncricinfo.com/ci/engine/match/870735.html,317,6,21.766561514195583,W
31,54,30,1,0,103.33,5,caught,2,v South Africa,Kanpur,2015-10-11,https://stats.espncricinfo.com/ci/engine/match/903593.html,298,7,10.40268456375839,L
92,144,86,7,4,106.97,5,not out,1,v South Africa,Indore,2015-10-14,https://stats.espncricinfo.com/ci/engine/match/903595.html,247,9,37.24696356275304,W
47,85,61,5,0,77.04,4,caught,2,v South Africa,Rajkot,2015-10-18,https://stats.espncricinfo.com/ci/engine/match/903597.html,252,6,18.650793650793652,L
15,28,16,1,0,93.75,6,caught,1,v South Africa,Chennai,2015-10-22,https://stats.espncricinfo.com/ci/engine/match/903599.html,299,8,5.016722408026756,W
27,50,29,3,0,93.10,6,bowled,2,v South Africa,Wankhede,2015-10-25,https://stats.espncricinfo.com/ci/engine/match/903601.html,224,10,12.053571428571429,L
18,18,13,1,1,138.46,4,caught,1,v Australia,Perth,2016-01-12,https://stats.espncricinfo.com/ci/engine/match/895807.html,309,3,5.825242718446602,L
11,16,10,0,0,110.00,5,caught,1,v Australia,Brisbane,2016-01-15,https://stats.espncricinfo.com/ci/engine/match/895809.html,308,8,3.571428571428571,L
23,23,9,2,2,255.55,5,caught,1,v Australia,Melbourne,2016-01-17,https://stats.espncricinfo.com/ci/engine/match/895811.html,295,6,7.796610169491526,L
0,2,3,0,0,0.00,4,caught,2,v Australia,Canberra,2016-01-20,https://stats.espncricinfo.com/ci/engine/match/895813.html,323,10,0.0,L
34,64,42,1,1,80.95,5,caught,2,v Australia,Sydney,2016-01-23,https://stats.espncricinfo.com/ci/engine/match/895815.html,331,4,10.27190332326284,W
21,41,24,1,1,87.50,5,run out,2,v New Zealand,Dharamsala,2016-10-16,https://stats.espncricinfo.com/ci/engine/match/1030219.html,194,4,10.824742268041238,W
39,95,65,3,0,60.00,5,caught,2,v New Zealand,Delhi,2016-10-20,https://stats.espncricinfo.com/ci/engine/match/1030221.html,236,10,16.52542372881356,L
80,122,91,6,3,87.91,4,caught,2,v New Zealand,Mohali,2016-10-23,https://stats.espncricinfo.com/ci/engine/match/1030223.html,289,3,27.68166089965398,W
11,36,31,0,0,35.48,4,bowled,2,v New Zealand,Ranchi,2016-10-26,https://stats.espncricinfo.com/ci/engine/match/1030225.html,241,10,4.564315352697095,L
41,64,59,4,1,69.49,4,lbw,1,v New Zealand,Visakhapatnam,2016-10-29,https://stats.espncricinfo.com/ci/engine/match/1030227.html,269,6,15.241635687732341,W
6,7,6,1,0,100.00,5,caught,2,v England,Pune,2017-01-15,https://stats.espncricinfo.com/ci/engine/match/1034819.html,356,7,1.6853932584269662,W
134,203,122,10,6,109.83,5,caught,1,v England,Cuttack,2017-01-19,https://stats.espncricinfo.com/ci/engine/match/1034821.html,381,6,35.170603674540686,W
25,45,36,1,1,69.44,5,caught,2,v England,Eden Gardens,2017-01-22,https://stats.espncricinfo.com/ci/engine/match/1034823.html,316,9,7.9113924050632916,L
63,78,52,7,2,121.15,5,caught,1,v Sri Lanka,The Oval,2017-06-08,https://stats.espncricinfo.com/ci/engine/match/1022361.html,321,6,19.626168224299064,L
4,23,16,0,0,25.00,5,caught,2,v Pakistan,The Oval,2017-06-18,https://stats.espncricinfo.com/ci/engine/match/1022375.html,158,10,2.5316455696202533,L
9,-,9,1,0,100.00,5,not out,1,v West Indies,Port of Spain,2017-06-23,https://stats.espncricinfo.com/ci/engine/match/1098206.html,199,3,4.522613065326634,L
13,-,13,1,0,100.00,6,not out,1,v West Indies,Port of Spain,2017-06-25,https://stats.espncricinfo.com/ci/engine/match/1098207.html,310,5,4.193548387096775,W
78,-,79,4,2,98.73,5,not out,1,v West Indies,North Sound,2017-06-30,https://stats.espncricinfo.com/ci/engine/match/1098208.html,251,4,31.07569721115538,W
54,-,114,1,0,47.36,5,caught,2,v West Indies,North Sound,2017-07-02,https://stats.espncricinfo.com/ci/engine/match/1098209.html,178,10,30.337078651685395,L
45,-,68,1,0,66.17,6,not out,2,v Sri Lanka,Pallekele,2017-08-24,https://stats.espncricinfo.com/ci/engine/match/1109606.html,231,7,19.480519480519483,W
67,-,86,4,1,77.90,6,not out,2,v Sri Lanka,Pallekele,2017-08-27,https://stats.espncricinfo.com/ci/engine/match/1109607.html,218,4,30.73394495412844,W
49,-,42,5,1,116.66,7,not out,1,v Sri Lanka,Colombo (RPS),2017-08-31,https://stats.espncricinfo.com/ci/engine/match/1109608.html,375,5,13.066666666666665,W
1,-,1,0,0,100.00,6,not out,2,v Sri Lanka,Colombo (RPS),2017-09-03,https://stats.espncricinfo.com/ci/engine/match/1109609.html,239,4,0.41841004184100417,W
79,152,88,4,2,89.77,6,caught,1,v Australia,Chennai,2017-09-17,https://stats.espncricinfo.com/ci/engine/match/1119496.html,281,7,28.11387900355872,W
5,19,10,1,0,50.00,6,caught,1,v Australia,Eden Gardens,2017-09-21,https://stats.espncricinfo.com/ci/engine/match/1119497.html,252,10,1.984126984126984,W
3,9,6,0,0,50.00,7,not out,2,v Australia,Indore,2017-09-24,https://stats.espncricinfo.com/ci/engine/match/1119498.html,294,5,1.0204081632653061,W
13,12,10,1,1,130.00,7,bowled,2,v Australia,Bengaluru,2017-09-28,https://stats.espncricinfo.com/ci/engine/match/1119499.html,313,8,4.15335463258786,L
25,54,42,2,0,59.52,6,caught,1,v New Zealand,Wankhede,2017-10-22,https://stats.espncricinfo.com/ci/engine/match/1120090.html,280,8,8.928571428571429,L
18,22,21,3,0,85.71,6,not out,2,v New Zealand,Pune,2017-10-25,https://stats.espncricinfo.com/ci/engine/match/1120091.html,232,4,7.758620689655173,W
25,29,17,3,0,147.05,5,caught,1,v New Zealand,Kanpur,2017-10-29,https://stats.espncricinfo.com/ci/engine/match/1120092.html,337,6,7.418397626112759,W
65,129,87,10,2,74.71,6,caught,1,v Sri Lanka,Dharamsala,2017-12-10,https://stats.espncricinfo.com/ci/engine/match/1122726.html,112,10,58.03571428571429,L
7,11,5,0,1,140.00,4,lbw,1,v Sri Lanka,Mohali,2017-12-13,https://stats.espncricinfo.com/ci/engine/match/1122727.html,392,4,1.7857142857142856,W
4,5,3,1,0,133.33,6,not out,2,v South Africa,Durban,2018-02-01,https://stats.espncricinfo.com/ci/engine/match/1122279.html,270,4,1.4814814814814816,W
10,38,22,0,0,45.45,6,caught,1,v South Africa,Cape Town,2018-02-07,https://stats.espncricinfo.com/ci/engine/match/1122281.html,303,6,3.3003300330033,W
42,66,43,3,1,97.67,6,not out,1,v South Africa,Johannesburg,2018-02-10,https://stats.espncricinfo.com/ci/engine/match/1122282.html,289,7,14.53287197231834,L
13,28,17,1,0,76.47,7,caught,1,v South Africa,Gqeberha,2018-02-13,https://stats.espncricinfo.com/ci/engine/match/1122283.html,274,7,4.744525547445255,W
37,-,59,2,0,62.71,6,caught,2,v England,Lord's,2018-07-14,https://stats.espncricinfo.com/ci/engine/match/1119547.html,236,10,15.677966101694915,L
42,90,66,4,0,63.63,5,caught,1,v England,Leeds,2018-07-17,https://stats.espncricinfo.com/ci/engine/match/1119548.html,256,8,16.40625,L
0,-,3,0,0,0.00,5,caught,1,v Hong Kong,Dubai (DSC),2018-09-18,https://stats.espncricinfo.com/ci/engine/match/1153246.html,285,7,0.0,W
33,-,37,3,0,89.18,4,caught,2,v Bangladesh,Dubai (DSC),2018-09-21,https://stats.espncricinfo.com/ci/engine/match/1153249.html,174,3,18.96551724137931,W
8,-,17,0,0,47.05,4,lbw,2,v Afghanistan,Dubai (DSC),2018-09-25,https://stats.espncricinfo.com/ci/engine/match/1153253.html,252,10,3.1746031746031744,L
36,-,67,3,0,53.73,5,caught,2,v Bangladesh,Dubai (DSC),2018-09-28,https://stats.espncricinfo.com/ci/engine/match/1153255.html,223,7,16.143497757847534,W
20,31,25,0,1,80.00,5,bowled,1,v West Indies,Visakhapatnam,2018-10-24,https://stats.espncricinfo.com/ci/engine/match/1157755.html,321,6,6.230529595015576,L
7,-,11,0,0,63.63,6,caught,2,v West Indies,Pune,2018-10-27,https://stats.espncricinfo.com/ci/engine/match/1157756.html,240,10,2.9166666666666665,L
23,-,15,2,0,153.33,5,caught,1,v West Indies,Brabourne,2018-10-29,https://stats.espncricinfo.com/ci/engine/match/1157757.html,377,5,6.10079575596817,W
51,110,96,3,1,53.12,5,lbw,2,v Australia,Sydney,2019-01-12,https://stats.espncricinfo.com/ci/engine/match/1144997.html,254,9,20.078740157480315,L
55,96,54,0,2,101.85,5,not out,2,v Australia,Adelaide,2019-01-15,https://stats.espncricinfo.com/ci/engine/match/1144998.html,299,4,18.394648829431436,W
87,-,114,6,0,76.31,4,not out,2,v Australia,Melbourne,2019-01-18,https://stats.espncricinfo.com/ci/engine/match/1144999.html,234,3,37.17948717948718,W
48,48,33,5,1,145.45,5,not out,1,v New Zealand,Mount Maunganui,2019-01-26,https://stats.espncricinfo.com/ci/engine/match/1153692.html,324,4,14.814814814814813,W
1,13,6,0,0,16.66,5,bowled,1,v New Zealand,Wellington,2019-02-03,https://stats.espncricinfo.com/ci/engine/match/1153695.html,252,10,0.3968253968253968,W
59,-,72,6,1,81.94,5,not out,2,v Australia,Hyderabad,2019-03-02,https://stats.espncricinfo.com/ci/engine/match/1168242.html,240,4,24.583333333333332,W
0,-,1,0,0,0.00,7,caught,1,v Australia,Nagpur,2019-03-05,https://stats.espncricinfo.com/ci/engine/match/1168243.html,250,10,0.0,W
26,-,42,2,1,61.90,5,bowled,2,v Australia,Ranchi,2019-03-08,https://stats.espncricinfo.com/ci/engine/match/1168244.html,281,10,9.252669039145907,L
34,69,46,2,0,73.91,5,caught,2,v South Africa,Southampton,2019-06-05,https://stats.espncricinfo.com/ci/engine/match/1144490.html,230,4,14.782608695652174,W
27,20,14,3,1,192.85,5,caught,1,v Australia,The Oval,2019-06-09,https://stats.espncricinfo.com/ci/engine/match/1144496.html,352,5,7.670454545454546,W
1,8,2,0,0,50.00,5,caught,1,v Pakistan,Manchester,2019-06-16,https://stats.espncricinfo.com/ci/engine/match/1144504.html,336,5,0.2976190476190476,W
28,75,52,3,0,53.84,5,stumped,1,v Afghanistan,Southampton,2019-06-22,https://stats.espncricinfo.com/ci/engine/match/1144510.html,224,8,12.5,W
56,99,61,3,2,91.80,6,not out,1,v West Indies,Manchester,2019-06-27,https://stats.espncricinfo.com/ci/engine/match/1144516.html,268,7,20.8955223880597,W
42,54,31,4,1,135.48,6,not out,2,v England,Birmingham,2019-06-30,https://stats.espncricinfo.com/ci/engine/match/1144520.html,306,5,13.725490196078432,L
35,52,33,4,0,106.06,6,caught,1,v Bangladesh,Birmingham,2019-07-02,https://stats.espncricinfo.com/ci/engine/match/1144522.html,314,9,11.146496815286625,W
50,114,72,1,1,69.44,7,run out,2,v New Zealand,Manchester,2019-07-09,https://stats.espncricinfo.com/ci/engine/match/1144528.html,221,10,22.624434389140273,L
