Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,Match URL,Team Total,Wickets Fallen,Percentage Scored,Match Result
123,179,111,11,2,110.81,3,caught,2,v New Zealand,Napier,2014-01-19,https://stats.espncricinfo.com/ci/engine/match/667641.html,268,10,45.8955223880597,L
78,88,65,7,2,120.00,3,caught,2,v New Zealand,Hamilton,2014-01-22,https://stats.espncricinfo.com/ci/engine/match/667643.html,277,9,28.158844765342963,L
6,27,20,1,0,30.00,3,caught,2,v New Zealand,Auckland,2014-01-25,https://stats.espncricinfo.com/ci/engine/match/667645.html,314,9,1.910828025477707,L
2,14,10,0,0,20.00,2,caught,1,v New Zealand,Hamilton,2014-01-28,https://stats.espncricinfo.com/ci/engine/match/667647.html,278,5,0.7194244604316548,L
82,129,78,7,3,105.12,3,caught,2,v New Zealand,Wellington,2014-01-31,https://stats.espncricinfo.com/ci/engine/match/667649.html,216,10,37.96296296296296,L
136,157,122,16,2,111.47,3,bowled,2,v Bangladesh,Fatullah,2014-02-26,https://stats.espncricinfo.com/ci/engine/match/710293.html,280,4,48.57142857142857,W
48,66,51,4,1,94.11,3,bowled,1,v Sri Lanka,Fatullah,2014-02-28,https://stats.espncricinfo.com/ci/engine/match/710297.html,264,9,18.181818181818183,L
5,29,11,0,0,45.45,3,caught,1,v Pakistan,Mirpur,2014-03-02,https://stats.espncricinfo.com/ci/engine/match/710301.html,245,8,2.0408163265306123,L
0,1,3,0,0,0.00,3,caught,1,v England,Cardiff,2014-08-27,https://stats.espncricinfo.com/ci/engine/match/667723.html,304,6,0.0,W
40,67,50,2,1,80.00,3,caught,2,v England,Nottingham,2014-08-30,https://stats.espncricinfo.com/ci/engine/match/667725.html,228,4,17.543859649122805,W
1,9,3,0,0,33.33,3,not out,2,v England,Birmingham,2014-09-02,https://stats.espncricinfo.com/ci/engine/match/667727.html,212,1,0.4716981132075472,W
13,25,21,2,0,61.90,3,caught,2,v England,Leeds,2014-09-05,https://stats.espncricinfo.com/ci/engine/match/667729.html,253,10,5.138339920948617,L
2,7,5,0,0,40.00,3,caught,2,v West Indies,Kochi,2014-10-08,https://stats.espncricinfo.com/ci/engine/match/770121.html,197,10,1.015228426395939,L
62,124,78,5,0,79.48,4,caught,1,v West Indies,Delhi,2014-10-11,https://stats.espncricinfo.com/ci/engine/match/770123.html,263,7,23.574144486692013,W
127,164,114,13,3,111.40,3,run out,1,v West Indies,Dharamsala,2014-10-17,https://stats.espncricinfo.com/ci/engine/match/770127.html,330,6,38.484848484848484,W
22,34,21,2,0,104.76,4,caught,1,v Sri Lanka,Cuttack,2014-11-02,https://stats.espncricinfo.com/ci/engine/match/792289.html,363,5,6.0606060606060606,W
49,-,44,2,2,111.36,4,caught,2,v Sri Lanka,Ahmedabad,2014-11-06,https://stats.espncricinfo.com/ci/engine/match/792291.html,275,4,17.81818181818182,W
53,-,61,4,1,86.88,4,caught,2,v Sri Lanka,Hyderabad,2014-11-09,https://stats.espncricinfo.com/ci/engine/match/792293.html,245,4,21.63265306122449,W
66,109,64,6,0,103.12,4,run out,1,v Sri Lanka,Eden Gardens,2014-11-13,https://stats.espncricinfo.com/ci/engine/match/792295.html,404,5,16.33663366336634,W
139,192,126,12,3,110.31,4,not out,2,v Sri Lanka,Ranchi,2014-11-16,https://stats.espncricinfo.com/ci/engine/match/792297.html,288,7,48.26388888888889,W
9,24,16,0,0,56.25,4,caught,1,v Australia,Melbourne,2015-01-18,https://stats.espncricinfo.com/ci/engine/match/754749.html,267,8,3.3707865168539324,L
4,13,8,0,0,50.00,4,caught,1,v England,Brisbane,2015-01-20,https://stats.espncricinfo.com/ci/engine/match/754753.html,153,10,2.6143790849673203,L
3,8,9,0,0,33.33,4,not out,1,v Australia,Sydney,2015-01-26,https://stats.espncricinfo.com/ci/engine/match/754757.html,69,2,4.3478260869565215,L
8,26,19,0,0,42.10,3,caught,1,v England,Perth,2015-01-30,https://stats.espncricinfo.com/ci/engine/match/754759.html,200,10,4.0,L
107,168,126,8,0,84.92,3,caught,1,v Pakistan,Adelaide,2015-02-15,https://stats.espncricinfo.com/ci/engine/match/656405.html,300,7,35.66666666666667,W
46,106,60,3,0,76.66,3,caught,1,v South Africa,Melbourne,2015-02-22,https://stats.espncricinfo.com/ci/engine/match/656423.html,307,7,14.983713355048861,W
33,49,41,5,0,80.48,3,not out,2,v U.A.E.,Perth,2015-02-28,https://stats.espncricinfo.com/ci/engine/match/656439.html,104,1,31.73076923076923,W
33,51,36,5,0,91.66,3,caught,2,v West Indies,Perth,2015-03-06,https://stats.espncricinfo.com/ci/engine/match/656453.html,185,6,17.83783783783784,W
44,64,42,4,1,104.76,3,not out,2,v Ireland,Hamilton,2015-03-10,https://stats.espncricinfo.com/ci/engine/match/656465.html,260,2,16.923076923076923,W
