Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,Match URL,Team Total,Wickets Fallen,Percentage Scored
33,37,36,3,0,91.66,4,caught,1,v West Indies,Vadodara,2002-11-18,https://stats.espncricinfo.com/ci/engine/match/64789.html,290,8,11.379310344827587
58,110,82,5,0,70.73,4,caught,2,v West Indies,Jodhpur,2002-11-21,https://stats.espncricinfo.com/ci/engine/match/64790.html,202,7,28.71287128712871
3,-,8,0,0,37.50,4,caught,2,v West Indies,Vijayawada,2002-11-24,https://stats.espncricinfo.com/ci/engine/match/64792.html,180,10,1.6666666666666667
20,79,51,2,0,39.21,5,caught,1,v New Zealand,Auckland,2002-12-26,https://stats.espncricinfo.com/ci/engine/match/64813.html,108,10,18.51851851851852
18,35,27,1,0,66.66,4,run out,2,v New Zealand,Napier,2002-12-29,https://stats.espncricinfo.com/ci/engine/match/64814.html,219,10,8.21917808219178
20,69,59,2,0,33.89,4,caught,1,v New Zealand,Christchurch,2003-01-01,https://stats.espncricinfo.com/ci/engine/match/64815.html,108,10,18.51851851851852
18,65,52,1,0,34.61,2,bowled,1,v New Zealand,Queenstown,2003-01-04,https://stats.espncricinfo.com/ci/engine/match/64816.html,122,10,14.754098360655737
7,72,41,0,0,17.07,5,caught,2,v New Zealand,Wellington,2003-01-08,https://stats.espncricinfo.com/ci/engine/match/64817.html,169,8,4.142011834319527
21,71,50,2,0,42.00,3,lbw,2,v New Zealand,Auckland,2003-01-11,https://stats.espncricinfo.com/ci/engine/match/64818.html,200,9,10.5
12,30,26,2,0,46.15,5,caught,1,v New Zealand,Hamilton,2003-01-14,https://stats.espncricinfo.com/ci/engine/match/64819.html,122,10,9.836065573770492
17,45,38,0,0,44.73,4,bowled,1,v Netherlands,Paarl,2003-02-12,https://stats.espncricinfo.com/ci/engine/match/65241.html,204,10,8.333333333333332
1,27,23,0,0,4.34,4,bowled,1,v Australia,Centurion,2003-02-15,https://stats.espncricinfo.com/ci/engine/match/65244.html,125,10,0.8
43,87,55,2,0,78.18,5,not out,1,v Zimbabwe,Harare,2003-02-19,https://stats.espncricinfo.com/ci/engine/match/65250.html,255,7,16.862745098039216
62,110,72,3,1,86.11,5,caught,1,v England,Durban,2003-02-26,https://stats.espncricinfo.com/ci/engine/match/65262.html,250,9,24.8
44,124,76,2,0,57.89,5,not out,2,v Pakistan,Centurion,2003-03-01,https://stats.espncricinfo.com/ci/engine/match/65268.html,276,4,15.942028985507244
32,91,73,3,0,43.83,5,caught,2,v Kenya,Cape Town,2003-03-07,https://stats.espncricinfo.com/ci/engine/match/65276.html,226,4,14.15929203539823
18,22,12,2,0,150.00,6,not out,1,v Sri Lanka,Johannesburg,2003-03-10,https://stats.espncricinfo.com/ci/engine/match/65278.html,292,6,6.164383561643835
53,143,89,7,0,59.55,5,not out,2,v New Zealand,Centurion,2003-03-14,https://stats.espncricinfo.com/ci/engine/match/65281.html,150,3,35.333333333333336
1,3,1,0,0,100.00,6,not out,1,v Kenya,Durban,2003-03-20,https://stats.espncricinfo.com/ci/engine/match/65285.html,270,4,0.3703703703703704
47,87,57,2,0,82.45,5,bowled,2,v Australia,Johannesburg,2003-03-23,https://stats.espncricinfo.com/ci/engine/match/65286.html,234,10,20.085470085470085
4,7,6,0,0,66.66,4,caught,1,v New Zealand,Chennai,2003-10-23,https://stats.espncricinfo.com/ci/engine/match/66364.html,141,3,2.8368794326241136
59,96,70,8,0,84.28,4,caught,2,v Australia,Wankhede,2003-11-01,https://stats.espncricinfo.com/ci/engine/match/66367.html,209,10,28.22966507177033
31,45,41,2,0,75.60,4,caught,1,v New Zealand,Cuttack,2003-11-06,https://stats.espncricinfo.com/ci/engine/match/66369.html,246,9,12.601626016260163
34,49,34,3,0,100.00,5,caught,2,v Australia,Bengaluru,2003-11-12,https://stats.espncricinfo.com/ci/engine/match/66371.html,286,8,11.888111888111888
50,29,22,5,3,227.27,5,not out,1,v New Zealand,Hyderabad (Deccan),2003-11-15,https://stats.espncricinfo.com/ci/engine/match/66372.html,353,5,14.164305949008499
49,113,69,4,0,71.01,4,bowled,2,v Australia,Eden Gardens,2003-11-18,https://stats.espncricinfo.com/ci/engine/match/66373.html,198,10,24.747474747474747
16,18,19,1,0,84.21,5,caught,2,v Australia,Melbourne,2004-01-09,https://stats.espncricinfo.com/ci/engine/match/65643.html,270,10,5.9259259259259265
74,76,64,4,0,115.62,4,caught,1,v Australia,Brisbane,2004-01-18,https://stats.espncricinfo.com/ci/engine/match/65647.html,303,4,24.422442244224424
84,131,106,3,0,79.24,4,caught,1,v Zimbabwe,Brisbane,2004-01-20,https://stats.espncricinfo.com/ci/engine/match/65648.html,255,6,32.94117647058823
12,14,7,3,0,171.42,4,caught,1,v Australia,Sydney,2004-01-22,https://stats.espncricinfo.com/ci/engine/match/65649.html,296,4,4.054054054054054
56,95,72,4,0,77.77,5,caught,1,v Zimbabwe,Adelaide,2004-01-24,https://stats.espncricinfo.com/ci/engine/match/65650.html,280,7,20.0
13,61,38,2,0,34.21,4,caught,1,v Australia,Perth,2004-02-01,https://stats.espncricinfo.com/ci/engine/match/65653.html,203,10,6.403940886699508
10,29,24,2,0,41.66,4,bowled,2,v Zimbabwe,Perth,2004-02-03,https://stats.espncricinfo.com/ci/engine/match/65654.html,136,6,7.352941176470589
12,43,29,3,0,41.37,4,caught,1,v Australia,Melbourne,2004-02-06,https://stats.espncricinfo.com/ci/engine/match/65655.html,222,10,5.405405405405405
0,17,11,0,0,0.00,5,run out,2,v Australia,Sydney,2004-02-08,https://stats.espncricinfo.com/ci/engine/match/65656.html,151,10,0.0
99,127,104,8,0,95.19,4,bowled,1,v Pakistan,Karachi,2004-03-13,https://stats.espncricinfo.com/ci/engine/match/64880.html,349,7,28.36676217765043
36,74,45,2,0,80.00,5,bowled,2,v Pakistan,Rawalpindi,2004-03-16,https://stats.espncricinfo.com/ci/engine/match/64882.html,317,10,11.35646687697161
33,106,86,4,0,38.37,4,caught,1,v Pakistan,Peshawar,2004-03-19,https://stats.espncricinfo.com/ci/engine/match/64883.html,244,9,13.524590163934427
76,141,92,9,0,82.60,5,not out,2,v Pakistan,Lahore,2004-03-21,https://stats.espncricinfo.com/ci/engine/match/64884.html,294,5,25.850340136054424
4,18,10,0,0,40.00,5,bowled,1,v Pakistan,Lahore,2004-03-24,https://stats.espncricinfo.com/ci/engine/match/64885.html,293,7,1.3651877133105803
104,120,93,8,0,111.82,5,bowled,1,v U.A.E.,Dambulla,2004-07-16,https://stats.espncricinfo.com/ci/engine/match/65707.html,260,6,40.0
82,136,100,8,1,82.00,5,bowled,2,v Sri Lanka,Dambulla,2004-07-18,https://stats.espncricinfo.com/ci/engine/match/65711.html,270,8,30.37037037037037
5,16,9,0,0,55.55,4,lbw,2,v Pakistan,Colombo (RPS),2004-07-25,https://stats.espncricinfo.com/ci/engine/match/65715.html,241,8,2.0746887966804977
1,5,7,0,0,14.28,4,caught,1,v Sri Lanka,Colombo (RPS),2004-07-27,https://stats.espncricinfo.com/ci/engine/match/65716.html,271,6,0.36900369003690037
16,24,28,0,0,57.14,5,caught,2,v Sri Lanka,Colombo (RPS),2004-08-01,https://stats.espncricinfo.com/ci/engine/match/65718.html,203,9,7.8817733990147785
0,5,1,0,0,0.00,4,run out,2,v Pakistan,Amstelveen,2004-08-21,https://stats.espncricinfo.com/ci/engine/match/66374.html,127,10,0.0
13,19,16,3,0,81.25,4,caught,1,v England,Nottingham,2004-09-01,https://stats.espncricinfo.com/ci/engine/match/65032.html,170,10,7.647058823529412
1,11,8,0,0,12.50,5,caught,2,v England,The Oval,2004-09-03,https://stats.espncricinfo.com/ci/engine/match/65033.html,237,10,0.42194092827004215
52,126,92,3,0,56.52,5,caught,1,v England,Lord's,2004-09-05,https://stats.espncricinfo.com/ci/engine/match/65034.html,204,10,25.49019607843137
30,22,16,3,1,187.50,6,not out,1,v Kenya,Southampton,2004-09-11,https://stats.espncricinfo.com/ci/engine/match/66198.html,290,4,10.344827586206897
67,158,108,4,0,62.03,5,caught,1,v Pakistan,Birmingham,2004-09-19,https://stats.espncricinfo.com/ci/engine/match/66207.html,200,10,33.5
16,41,34,1,0,47.05,5,caught,1,v Pakistan,Eden Gardens,2004-11-13,https://stats.espncricinfo.com/ci/engine/match/66384.html,292,6,5.47945205479452
53,121,80,5,0,66.25,4,caught,1,v Bangladesh,Chattogram,2004-12-23,https://stats.espncricinfo.com/ci/engine/match/64914.html,245,8,21.63265306122449
60,87,68,5,0,88.23,4,caught,1,v Bangladesh,Dhaka,2004-12-27,https://stats.espncricinfo.com/ci/engine/match/64917.html,348,5,17.24137931034483
75,118,71,5,0,105.63,4,not out,2,v ICC World XI,Melbourne,2005-01-10,https://stats.espncricinfo.com/ci/engine/match/66387.html,232,10,32.327586206896555
104,199,139,6,0,74.82,4,run out,1,v Pakistan,Kochi,2005-04-02,https://stats.espncricinfo.com/ci/engine/match/64938.html,281,8,37.01067615658363
52,83,59,3,0,88.13,5,caught,1,v Pakistan,Visakhapatnam,2005-04-05,https://stats.espncricinfo.com/ci/engine/match/64939.html,356,9,14.606741573033707
28,52,30,4,0,93.33,5,caught,2,v Pakistan,Jamshedpur,2005-04-09,https://stats.espncricinfo.com/ci/engine/match/64940.html,213,10,13.145539906103288
19,24,13,3,0,146.15,5,caught,1,v Pakistan,Ahmedabad,2005-04-12,https://stats.espncricinfo.com/ci/engine/match/64941.html,315,6,6.031746031746032
86,183,115,8,0,74.78,4,run out,1,v Pakistan,Kanpur,2005-04-15,https://stats.espncricinfo.com/ci/engine/match/64942.html,249,6,34.53815261044177
19,27,29,3,0,65.51,4,run out,2,v Pakistan,Delhi,2005-04-17,https://stats.espncricinfo.com/ci/engine/match/64943.html,144,10,13.194444444444445
54,116,96,6,0,56.25,4,bowled,1,v Sri Lanka,Dambulla,2005-07-30,https://stats.espncricinfo.com/ci/engine/match/214634.html,205,9,26.34146341463415
52,97,65,7,0,80.00,4,not out,2,v West Indies,Dambulla,2005-07-31,https://stats.espncricinfo.com/ci/engine/match/214742.html,180,4,28.888888888888886
0,3,1,0,0,0.00,5,lbw,1,v Sri Lanka,Dambulla,2005-08-03,https://stats.espncricinfo.com/ci/engine/match/214921.html,220,8,0.0
10,43,26,2,0,38.46,4,bowled,1,v West Indies,Colombo (RPS),2005-08-07,https://stats.espncricinfo.com/ci/engine/match/215286.html,262,4,3.816793893129771
69,137,99,3,0,69.69,3,run out,2,v Sri Lanka,Colombo (RPS),2005-08-09,https://stats.espncricinfo.com/ci/engine/match/215449.html,263,9,26.23574144486692
5,10,9,1,0,55.55,4,bowled,2,v New Zealand,Bulawayo,2005-08-26,https://stats.espncricinfo.com/ci/engine/match/217116.html,164,10,3.048780487804878
14,-,30,1,0,46.66,4,bowled,1,v Zimbabwe,Harare,2005-08-29,https://stats.espncricinfo.com/ci/engine/match/217481.html,226,6,6.1946902654867255
39,-,61,5,0,63.93,4,bowled,2,v New Zealand,Harare,2005-09-02,https://stats.espncricinfo.com/ci/engine/match/217811.html,279,4,13.978494623655912
6,12,11,1,0,54.54,4,bowled,2,v Zimbabwe,Harare,2005-09-04,https://stats.espncricinfo.com/ci/engine/match/217979.html,255,6,2.3529411764705883
0,2,2,0,0,0.00,4,lbw,1,v New Zealand,Harare,2005-09-06,https://stats.espncricinfo.com/ci/engine/match/218250.html,276,10,0.0
4,30,14,0,0,28.57,5,caught,2,v Australia,Melbourne (Docklands),2005-10-05,https://stats.espncricinfo.com/ci/engine/match/220935.html,162,10,2.4691358024691357
26,67,35,2,0,74.28,6,bowled,2,v Australia,Melbourne (Docklands),2005-10-07,https://stats.espncricinfo.com/ci/engine/match/221083.html,273,10,9.523809523809524
16,50,38,1,0,42.10,7,caught,2,v Australia,Melbourne (Docklands),2005-10-09,https://stats.espncricinfo.com/ci/engine/match/221337.html,137,10,11.678832116788321
85,76,63,8,1,134.92,5,not out,1,v Sri Lanka,Nagpur,2005-10-25,https://stats.espncricinfo.com/ci/engine/match/223018.html,350,6,24.285714285714285
2,10,5,0,0,40.00,4,not out,2,v Sri Lanka,Mohali,2005-10-28,https://stats.espncricinfo.com/ci/engine/match/223334.html,123,2,1.6260162601626018
28,55,34,2,0,82.35,4,caught,2,v Sri Lanka,Jaipur,2005-10-31,https://stats.espncricinfo.com/ci/engine/match/223634.html,303,4,9.24092409240924
63,103,72,7,0,87.50,4,caught,2,v Sri Lanka,Pune,2005-11-03,https://stats.espncricinfo.com/ci/engine/match/223902.html,262,6,24.045801526717558
103,157,120,8,1,85.83,5,not out,1,v Sri Lanka,Ahmedabad,2005-11-06,https://stats.espncricinfo.com/ci/engine/match/224231.html,285,8,36.140350877192986
31,67,48,2,0,64.58,6,not out,2,v Sri Lanka,Vadodara,2005-11-12,https://stats.espncricinfo.com/ci/engine/match/225437.html,245,5,12.653061224489795
8,34,24,1,0,33.33,4,bowled,1,v South Africa,Hyderabad,2005-11-16,https://stats.espncricinfo.com/ci/engine/match/225959.html,249,9,3.2128514056224895
10,34,17,0,0,58.82,5,caught,2,v South Africa,Bengaluru,2005-11-19,https://stats.espncricinfo.com/ci/engine/match/226315.html,171,4,5.847953216374268
6,54,31,1,0,19.35,5,bowled,1,v South Africa,Eden Gardens,2005-11-25,https://stats.espncricinfo.com/ci/engine/match/226358.html,188,10,3.1914893617021276
78,186,106,10,0,73.58,4,not out,2,v South Africa,Wankhede,2005-11-28,https://stats.espncricinfo.com/ci/engine/match/226359.html,224,5,34.82142857142857
18,17,14,2,0,128.57,6,lbw,1,v Pakistan,Peshawar,2006-02-06,https://stats.espncricinfo.com/ci/engine/match/235831.html,328,10,5.487804878048781
56,100,61,5,0,91.80,3,caught,2,v Pakistan,Rawalpindi,2006-02-11,https://stats.espncricinfo.com/ci/engine/match/236520.html,266,3,21.052631578947366
22,74,42,4,0,52.38,4,run out,2,v Pakistan,Lahore,2006-02-13,https://stats.espncricinfo.com/ci/engine/match/236809.html,292,5,7.534246575342466
59,113,72,9,0,81.94,3,lbw,2,v Pakistan,Multan,2006-02-16,https://stats.espncricinfo.com/ci/engine/match/237222.html,162,5,36.41975308641975
50,128,82,6,0,60.97,2,caught,2,v Pakistan,Karachi,2006-02-19,https://stats.espncricinfo.com/ci/engine/match/237571.html,287,2,17.421602787456447
34,77,50,7,0,68.00,3,bowled,1,v England,Delhi,2006-03-28,https://stats.espncricinfo.com/ci/engine/match/238188.html,203,10,16.748768472906402
5,30,23,0,0,21.73,3,run out,2,v England,Faridabad,2006-03-31,https://stats.espncricinfo.com/ci/engine/match/238189.html,230,6,2.1739130434782608
46,101,59,6,0,77.96,2,bowled,1,v England,Margao,2006-04-03,https://stats.espncricinfo.com/ci/engine/match/238190.html,294,6,15.646258503401361
65,109,73,9,0,89.04,2,caught,2,v England,Kochi,2006-04-06,https://stats.espncricinfo.com/ci/engine/match/238191.html,238,6,27.310924369747898
69,126,79,9,0,87.34,2,lbw,2,v England,Indore,2006-04-15,https://stats.espncricinfo.com/ci/engine/match/238194.html,289,3,23.875432525951556
20,64,29,3,0,68.96,2,run out,1,v Pakistan,Abu Dhabi,2006-04-18,https://stats.espncricinfo.com/ci/engine/match/244510.html,197,10,10.152284263959391
92,189,116,10,0,79.31,2,bowled,1,v Pakistan,Abu Dhabi,2006-04-19,https://stats.espncricinfo.com/ci/engine/match/244511.html,269,5,34.20074349442379
105,184,102,10,2,102.94,2,caught,2,v West Indies,Kingston,2006-05-18,https://stats.espncricinfo.com/ci/engine/match/239915.html,254,5,41.338582677165356
11,46,22,1,0,50.00,1,caught,2,v West Indies,Kingston,2006-05-20,https://stats.espncricinfo.com/ci/engine/match/239916.html,197,10,5.583756345177665
0,-,4,0,0,0.00,2,lbw,1,v West Indies,Basseterre,2006-05-23,https://stats.espncricinfo.com/ci/engine/match/239917.html,245,9,0.0
15,-,38,1,0,39.47,2,caught,1,v West Indies,Port of Spain,2006-05-26,https://stats.espncricinfo.com/ci/engine/match/239918.html,217,7,6.912442396313365
18,-,25,3,0,72.00,4,run out,2,v West Indies,Port of Spain,2006-05-28,https://stats.espncricinfo.com/ci/engine/match/239919.html,236,10,7.627118644067797
9,16,19,2,0,47.36,1,not out,1,v Sri Lanka,Colombo (SSC),2006-08-18,https://stats.espncricinfo.com/ci/engine/match/256665.html,11,10,81.81818181818183
26,76,38,3,0,68.42,1,lbw,1,v West Indies,Kuala Lumpur,2006-09-14,https://stats.espncricinfo.com/ci/engine/match/256607.html,309,5,8.414239482200648
6,24,22,1,0,27.27,1,caught,2,v Australia,Kuala Lumpur,2006-09-16,https://stats.espncricinfo.com/ci/engine/match/256608.html,35,5,17.142857142857142
0,2,3,0,0,0.00,1,caught,1,v West Indies,Kuala Lumpur,2006-09-20,https://stats.espncricinfo.com/ci/engine/match/256612.html,162,10,0.0
7,36,21,1,0,33.33,4,lbw,2,v Australia,Kuala Lumpur,2006-09-22,https://stats.espncricinfo.com/ci/engine/match/256614.html,195,10,3.5897435897435894
4,3,3,1,0,133.33,4,caught,2,v England,Jaipur,2006-10-15,https://stats.espncricinfo.com/ci/engine/match/249745.html,126,6,3.1746031746031744
49,115,67,6,0,73.13,4,run out,1,v West Indies,Ahmedabad,2006-10-26,https://stats.espncricinfo.com/ci/engine/match/249753.html,223,9,21.973094170403588
52,91,63,6,0,82.53,4,caught,1,v Australia,Mohali,2006-10-29,https://stats.espncricinfo.com/ci/engine/match/249756.html,249,8,20.883534136546185
18,32,25,3,0,72.00,4,bowled,2,v South Africa,Durban,2006-11-22,https://stats.espncricinfo.com/ci/engine/match/249211.html,91,10,19.78021978021978
63,179,103,4,1,61.16,3,caught,2,v South Africa,Cape Town,2006-11-26,https://stats.espncricinfo.com/ci/engine/match/249212.html,168,10,37.5
54,48,35,4,3,154.28,5,not out,1,v West Indies,Nagpur,2007-01-21,https://stats.espncricinfo.com/ci/engine/match/267706.html,338,3,15.976331360946746
22,44,34,4,0,64.70,3,bowled,1,v West Indies,Cuttack,2007-01-24,https://stats.espncricinfo.com/ci/engine/match/267707.html,189,10,11.64021164021164
57,72,67,6,0,85.07,5,caught,1,v West Indies,Chennai,2007-01-27,https://stats.espncricinfo.com/ci/engine/match/267708.html,268,10,21.26865671641791
78,160,109,7,0,71.55,3,caught,1,v West Indies,Vadodara,2007-01-31,https://stats.espncricinfo.com/ci/engine/match/267709.html,341,3,22.87390029325513
5,8,9,1,0,55.55,3,bowled,2,v Sri Lanka,Rajkot,2007-02-11,https://stats.espncricinfo.com/ci/engine/match/267712.html,252,9,1.984126984126984
66,109,82,4,1,80.48,5,run out,2,v Sri Lanka,Margao,2007-02-14,https://stats.espncricinfo.com/ci/engine/match/267715.html,233,5,28.32618025751073
14,31,28,0,0,50.00,5,lbw,1,v Bangladesh,Port of Spain,2007-03-17,https://stats.espncricinfo.com/ci/engine/match/247464.html,191,10,7.329842931937172
7,5,2,0,1,350.00,7,not out,1,v Bermuda,Port of Spain,2007-03-19,https://stats.espncricinfo.com/ci/engine/match/247468.html,413,5,1.694915254237288
60,111,82,6,0,73.17,5,caught,2,v Sri Lanka,Port of Spain,2007-03-23,https://stats.espncricinfo.com/ci/engine/match/247476.html,185,10,32.432432432432435
22,48,39,2,0,56.41,5,caught,2,v Bangladesh,Mirpur,2007-05-10,https://stats.espncricinfo.com/ci/engine/match/282688.html,251,5,8.764940239043826
42,82,47,1,0,89.36,5,not out,1,v Bangladesh,Mirpur,2007-05-12,https://stats.espncricinfo.com/ci/engine/match/282689.html,284,8,14.788732394366196
74,135,93,6,0,79.56,4,bowled,1,v South Africa,Belfast,2007-06-26,https://stats.espncricinfo.com/ci/engine/match/293076.html,242,8,30.57851239669421
2,10,10,0,0,20.00,3,caught,2,v South Africa,Belfast,2007-06-29,https://stats.espncricinfo.com/ci/engine/match/293077.html,227,4,0.881057268722467
36,87,49,4,0,73.46,4,run out,2,v South Africa,Belfast,2007-07-01,https://stats.espncricinfo.com/ci/engine/match/293078.html,152,4,23.684210526315788
10,-,8,2,0,125.00,5,not out,2,v Scotland,Glasgow,2007-08-16,https://stats.espncricinfo.com/ci/engine/match/275789.html,212,3,4.716981132075472
46,112,72,2,1,63.88,4,caught,2,v England,Southampton,2007-08-21,https://stats.espncricinfo.com/ci/engine/match/258471.html,184,10,25.0
92,88,63,11,1,146.03,4,not out,1,v England,Bristol,2007-08-24,https://stats.espncricinfo.com/ci/engine/match/258472.html,329,7,27.96352583586626
56,72,61,7,1,91.80,4,bowled,2,v England,Birmingham,2007-08-27,https://stats.espncricinfo.com/ci/engine/match/258473.html,239,10,23.430962343096233
1,6,8,0,0,12.50,4,caught,1,v England,Manchester,2007-08-30,https://stats.espncricinfo.com/ci/engine/match/258474.html,212,10,0.4716981132075472
24,41,17,3,1,141.17,6,run out,1,v England,Leeds,2007-09-02,https://stats.espncricinfo.com/ci/engine/match/258475.html,324,6,7.4074074074074066
4,3,5,0,0,80.00,5,caught,2,v England,The Oval,2007-09-05,https://stats.espncricinfo.com/ci/engine/match/258476.html,317,8,1.2618296529968454
0,5,3,0,0,0.00,4,caught,1,v England,Lord's,2007-09-08,https://stats.espncricinfo.com/ci/engine/match/258477.html,187,10,0.0
31,57,48,3,1,64.58,5,caught,2,v Australia,Kochi,2007-10-02,https://stats.espncricinfo.com/ci/engine/match/297794.html,222,10,13.963963963963963
0,5,4,0,0,0.00,4,caught,2,v Australia,Hyderabad,2007-10-05,https://stats.espncricinfo.com/ci/engine/match/297795.html,243,10,0.0
13,15,14,2,0,92.85,5,bowled,1,v Australia,Chandigarh,2007-10-08,https://stats.espncricinfo.com/ci/engine/match/297796.html,291,4,4.4673539518900345
0,1,1,0,0,0.00,3,lbw,1,v Australia,Vadodara,2007-10-11,https://stats.espncricinfo.com/ci/engine/match/297797.html,148,10,0.0
7,32,13,0,0,53.84,4,caught,2,v Australia,Nagpur,2007-10-14,https://stats.espncricinfo.com/ci/engine/match/297798.html,299,7,2.341137123745819
14,65,45,1,0,31.11,3,lbw,2,v New Zealand,Colombo (RPS),2009-09-11,https://stats.espncricinfo.com/ci/engine/match/403382.html,156,4,8.974358974358974
47,93,56,3,1,83.92,3,bowled,2,v Sri Lanka,Colombo (RPS),2009-09-12,https://stats.espncricinfo.com/ci/engine/match/403381.html,168,10,27.976190476190478
39,80,56,2,1,69.64,1,caught,1,v Sri Lanka,Colombo (RPS),2009-09-14,https://stats.espncricinfo.com/ci/engine/match/403383.html,319,5,12.225705329153605
76,160,103,4,0,73.78,3,run out,2,v Pakistan,Centurion,2009-09-26,https://stats.espncricinfo.com/ci/engine/match/415278.html,248,10,30.64516129032258
4,1,2,1,0,200.00,3,run out,2,v West Indies,Johannesburg,2009-09-30,https://stats.espncricinfo.com/ci/engine/match/415284.html,130,3,3.076923076923077
2,8,6,0,0,33.33,3,caught,1,v England,Chester-le-Street,2011-09-03,https://stats.espncricinfo.com/ci/engine/match/474477.html,274,7,0.7299270072992701
32,50,31,2,0,103.22,3,caught,1,v England,Southampton,2011-09-06,https://stats.espncricinfo.com/ci/engine/match/474478.html,187,8,17.11229946524064
2,19,11,0,0,18.18,3,run out,1,v England,The Oval,2011-09-09,https://stats.espncricinfo.com/ci/engine/match/474479.html,234,7,0.8547008547008548
19,54,33,3,0,57.57,3,caught,1,v England,Lord's,2011-09-11,https://stats.espncricinfo.com/ci/engine/match/474480.html,280,5,6.785714285714286
69,107,79,4,0,87.34,3,bowled,1,v England,Cardiff,2011-09-16,https://stats.espncricinfo.com/ci/engine/match/474481.html,304,6,22.697368421052634
